ReturnID,OrderID,ProductID,ReturnDate,Quantity,Reason,RefundAmount,Status
83,593,558,2026-01-05 13:55:00,1,Color Bled,311.85,Approved
84,595,812,2026-02-28 15:57:00,2,Changed Mind,2201.85,Approved
85,599,392,2026-06-29 16:43:00,3,Color Bled,1131.16,Approved
86,599,1676,2026-07-01 16:43:00,1,Wrong Size,313.95,Approved
87,604,530,2025-10-28 15:18:00,1,Defective Stitching,469.35,Approved
88,609,23,2024-11-11 19:20:00,2,Color Bled,1256.85,Approved
89,610,1306,2024-04-29 14:45:00,1,Fabric Quality,261.45,Approved
90,611,1661,2024-04-02 16:00:00,1,Defective Stitching,1677.9,Approved
91,615,1210,2025-06-21 21:32:00,2,Changed Mind,312.9,Approved
92,633,1732,2024-03-29 16:45:00,1,Changed Mind,1048.95,Approved
93,644,400,2024-08-16 12:15:00,1,Wrong Size,261.45,Approved
94,654,901,2024-06-29 16:05:00,1,Changed Mind,417.9,Approved
95,656,97,2025-01-26 11:00:00,1,Changed Mind,156.45,Approved
96,659,266,2025-08-23 18:56:00,1,Color Bled,261.45,Approved
97,678,764,2024-06-17 10:13:00,1,Changed Mind,1887.9,Approved
98,678,48,2024-06-15 10:13:00,1,Changed Mind,1571.85,Approved
99,680,1123,2026-06-11 21:38:00,1,Fabric Quality,103.95,Approved
100,681,1827,2026-02-20 22:18:00,1,Defective Stitching,1047.9,Approved
101,682,1942,2025-01-20 18:08:00,1,Color Bled,523.95,Approved
102,690,156,2026-01-31 19:02:00,2,Color Bled,1047.9,Approved
103,700,1032,2024-01-21 17:47:00,1,Color Bled,943.95,Approved
104,703,727,2024-09-05 20:05:00,2,Color Bled,1887.9,Approved
105,708,138,2024-07-12 12:50:00,1,Defective Stitching,755.06,Approved
106,714,1719,2025-10-29 15:58:00,3,Fabric Quality,564.17,Approved
107,715,1719,2026-01-10 21:04:00,1,Changed Mind,376.11,Approved
108,722,960,2026-04-04 20:00:00,1,Wrong Size,235.31,Approved
109,727,177,2024-05-23 19:45:00,1,Wrong Size,941.85,Approved
110,734,674,2025-09-02 22:34:00,2,Wrong Size,1257.9,Approved
111,747,251,2024-04-27 11:59:00,2,Color Bled,1467.9,Approved
112,752,219,2024-02-15 16:26:00,2,Wrong Size,280.67,Approved
113,759,194,2025-06-25 13:19:00,1,Defective Stitching,2201.85,Approved
114,764,657,2024-03-24 20:19:00,3,Changed Mind,2516.85,Approved
115,772,967,2025-01-07 10:12:00,2,Defective Stitching,705.92,Approved
116,773,1354,2026-03-16 22:00:00,1,Wrong Size,627.9,Approved
117,776,184,2024-09-25 18:00:00,2,Color Bled,847.67,Approved
118,776,715,2024-09-28 18:00:00,2,Color Bled,1677.9,Approved
119,788,1244,2025-06-29 18:41:00,1,Changed Mind,523.95,Approved
120,793,1841,2024-10-06 20:41:00,2,Changed Mind,1698.16,Approved
121,793,1240,2024-10-05 20:41:00,1,Color Bled,376.11,Approved
122,811,893,2025-12-29 12:31:00,1,Wrong Size,261.45,Approved
123,817,450,2025-08-18 10:00:00,1,Defective Stitching,208.95,Approved
124,819,1892,2025-09-24 10:40:00,1,Changed Mind,1467.9,Approved
125,820,1468,2026-02-13 11:38:00,1,Wrong Size,261.45,Approved
126,825,1802,2026-01-04 11:20:00,1,Fabric Quality,628.95,Approved
127,829,1633,2025-07-26 12:18:00,3,Changed Mind,2831.85,Approved
128,830,1137,2024-02-04 14:08:00,1,Changed Mind,418.95,Approved
129,839,1696,2026-04-07 13:11:00,1,Wrong Size,628.95,Approved
130,840,627,2025-01-07 22:00:00,1,Wrong Size,1888.11,Approved
131,841,94,2026-02-12 16:00:00,1,Fabric Quality,523.95,Approved
132,843,1098,2025-07-08 21:04:00,2,Changed Mind,1886.85,Approved
133,850,98,2025-03-21 16:04:00,1,Fabric Quality,165.9,Approved
134,856,375,2024-08-20 13:00:00,1,Changed Mind,282.56,Approved
135,856,1004,2024-08-25 13:00:00,1,Defective Stitching,1677.9,Approved
136,858,1408,2024-07-18 15:38:00,2,Color Bled,223.97,Approved
137,890,897,2024-09-24 10:39:00,2,Defective Stitching,1047.9,Approved
138,893,627,2025-11-25 17:14:00,2,Fabric Quality,3146.85,Approved
139,900,304,2026-05-05 22:27:00,2,Color Bled,1047.9,Approved
140,912,1814,2026-06-22 16:35:00,1,Changed Mind,705.92,Approved
141,915,323,2025-07-16 14:23:00,1,Wrong Size,312.9,Approved
142,922,1757,2024-10-11 10:34:00,1,Color Bled,523.95,Approved
143,927,1538,2025-02-18 10:33:00,1,Defective Stitching,941.85,Approved
144,936,1745,2024-12-12 21:42:00,1,Color Bled,93.56,Approved
145,942,1809,2024-07-30 16:36:00,1,Fabric Quality,248.85,Approved
146,944,397,2026-03-28 16:20:00,1,Fabric Quality,74.66,Approved
147,950,604,2024-06-30 13:40:00,2,Wrong Size,522.9,Approved
148,953,392,2025-10-12 16:04:00,1,Wrong Size,418.95,Approved
149,962,110,2024-03-26 17:14:00,1,Wrong Size,261.45,Approved
150,970,984,2026-04-12 10:21:00,1,Fabric Quality,943.95,Approved
151,975,1282,2025-03-26 15:18:00,1,Defective Stitching,418.95,Approved
152,975,701,2025-03-26 15:18:00,2,Color Bled,837.9,Approved
153,976,349,2024-05-18 15:29:00,2,Defective Stitching,522.9,Approved
154,980,1343,2025-03-30 10:00:00,2,Defective Stitching,312.9,Approved
155,983,27,2025-01-22 12:54:00,1,Wrong Size,223.97,Approved
156,984,429,2024-04-02 12:00:00,1,Defective Stitching,838.95,Approved
157,991,1212,2024-07-17 20:57:00,1,Changed Mind,418.95,Approved
158,995,871,2025-04-01 22:39:00,1,Fabric Quality,1677.9,Approved
159,998,551,2026-01-28 11:54:00,1,Fabric Quality,522.9,Approved
160,1001,596,2025-01-10 19:42:00,1,Wrong Size,1571.85,Approved
161,1005,97,2024-08-07 22:59:00,1,Color Bled,156.45,Approved
162,1006,1567,2024-02-21 15:37:00,1,Fabric Quality,471.56,Approved
163,1008,297,2024-10-21 16:00:00,2,Defective Stitching,1571.85,Approved
164,1024,397,2025-01-25 22:19:00,1,Wrong Size,82.95,Approved
165,1028,1207,2026-06-22 12:22:00,1,Defective Stitching,261.45,Approved
166,1030,153,2024-11-22 19:26:00,1,Color Bled,418.95,Approved
167,1035,820,2025-08-04 14:20:00,1,Wrong Size,837.9,Approved
168,1039,1810,2024-03-01 12:27:00,2,Fabric Quality,565.11,Approved
169,1041,1715,2025-09-15 16:23:00,1,Color Bled,627.9,Approved
170,1054,876,2024-04-08 22:30:00,1,Color Bled,1677.9,Approved
171,1057,310,2024-01-18 21:58:00,1,Fabric Quality,1257.9,Approved
172,1057,309,2024-01-16 21:58:00,1,Fabric Quality,3146.85,Approved
173,1057,619,2024-01-13 21:58:00,1,Color Bled,733.95,Approved
174,1065,40,2024-06-17 15:55:00,2,Fabric Quality,312.9,Approved
175,1080,1107,2025-07-30 18:05:00,2,Fabric Quality,627.9,Approved
176,1092,1951,2026-06-07 15:10:00,1,Defective Stitching,523.95,Approved
177,1097,1853,2024-07-26 21:23:00,2,Defective Stitching,1047.9,Approved
178,1102,1265,2026-05-13 21:00:00,2,Wrong Size,1047.9,Approved
179,1103,438,2026-06-18 15:00:00,1,Defective Stitching,313.95,Approved
180,1110,410,2025-04-21 12:08:00,1,Wrong Size,2548.66,Approved
181,1111,153,2025-08-19 22:31:00,3,Wrong Size,1256.85,Approved
182,1122,437,2024-04-18 22:46:00,1,Fabric Quality,943.95,Approved
183,1132,23,2026-04-14 21:16:00,3,Wrong Size,1256.85,Approved
184,1137,1355,2026-04-26 16:56:00,1,Wrong Size,754.11,Approved
185,1146,790,2026-05-03 13:19:00,1,Changed Mind,755.06,Approved
186,1147,577,2025-01-17 20:00:00,1,Changed Mind,1047.9,Approved
187,1160,1642,2024-02-06 19:18:00,2,Fabric Quality,1467.9,Approved
188,1166,1882,2025-08-05 18:40:00,1,Color Bled,943.95,Approved
189,1167,1265,2024-01-31 18:39:00,1,Changed Mind,523.95,Approved
190,1168,1702,2026-03-27 22:21:00,1,Fabric Quality,628.95,Approved
191,1169,1996,2026-03-11 19:07:00,1,Color Bled,1048.95,Approved
192,1175,136,2024-04-14 22:00:00,2,Fabric Quality,943.11,Approved
193,1178,706,2025-01-16 17:54:00,1,Color Bled,261.45,Approved
194,1181,912,2024-12-07 18:21:00,1,Changed Mind,1047.9,Approved
195,1189,488,2025-08-25 19:18:00,2,Fabric Quality,312.9,Approved
196,1198,815,2024-07-13 10:50:00,1,Wrong Size,1677.9,Approved
197,1200,1926,2024-07-22 18:47:00,1,Fabric Quality,208.95,Approved
198,1200,1841,2024-07-22 18:47:00,2,Color Bled,1257.9,Approved
199,1202,1838,2026-02-23 17:17:00,1,Changed Mind,207.9,Approved
200,1207,835,2024-10-02 22:26:00,1,Fabric Quality,261.45,Approved
201,1218,1905,2025-08-18 16:00:00,2,Wrong Size,1256.85,Approved
202,1220,908,2025-11-19 16:46:00,1,Color Bled,208.95,Approved
203,1231,546,2024-02-19 10:59:00,1,Changed Mind,523.95,Approved
204,1237,1776,2026-01-02 13:34:00,3,Fabric Quality,1571.85,Approved
205,1238,1437,2025-01-31 19:36:00,1,Defective Stitching,207.9,Approved
206,1239,1443,2024-01-25 14:41:00,1,Fabric Quality,628.95,Approved
207,1239,1644,2024-01-22 14:41:00,1,Changed Mind,469.35,Approved
208,1243,1490,2026-03-12 17:42:00,2,Color Bled,1886.85,Approved
209,1245,924,2025-06-24 11:32:00,3,Defective Stitching,2201.85,Approved
210,1258,1243,2024-03-08 20:26:00,1,Fabric Quality,313.95,Approved
211,1275,538,2025-09-22 20:20:00,3,Color Bled,784.35,Approved
212,1276,1629,2025-11-23 10:41:00,1,Color Bled,1677.9,Approved
213,1278,873,2025-01-05 20:15:00,1,Changed Mind,418.95,Approved
214,1282,945,2026-05-25 15:00:00,3,Changed Mind,847.67,Approved
215,1286,1583,2024-11-24 17:57:00,1,Wrong Size,626.85,Approved
216,1287,1520,2025-11-19 12:13:00,1,Wrong Size,261.45,Approved
217,1297,789,2024-04-16 10:36:00,1,Defective Stitching,2201.85,Approved
218,1306,1839,2025-06-03 21:47:00,1,Changed Mind,626.85,Approved
219,1311,1942,2024-05-04 17:51:00,2,Changed Mind,1047.9,Approved
220,1311,796,2024-05-02 17:51:00,2,Color Bled,1257.9,Approved
221,1316,1287,2026-06-26 19:12:00,3,Color Bled,2831.85,Approved
222,1317,93,2024-11-12 16:10:00,3,Wrong Size,3146.85,Approved
223,1328,561,2024-01-25 14:50:00,1,Color Bled,628.95,Approved
224,1330,1817,2025-08-19 10:15:00,1,Color Bled,733.95,Approved
225,1340,1368,2024-01-25 15:00:00,2,Fabric Quality,626.85,Approved
226,1343,355,2025-05-21 12:31:00,2,Fabric Quality,1467.9,Approved
227,1343,1731,2025-05-16 12:31:00,1,Fabric Quality,208.95,Approved
228,1358,1357,2025-02-11 11:19:00,1,Fabric Quality,282.56,Approved
229,1361,540,2024-06-10 13:08:00,1,Color Bled,1888.11,Approved
230,1362,1899,2025-05-12 12:15:00,1,Changed Mind,943.11,Approved
231,1364,495,2025-08-22 15:35:00,2,Changed Mind,1887.9,Approved
232,1370,733,2025-04-25 20:07:00,1,Defective Stitching,208.95,Approved
233,1371,1258,2025-09-10 12:00:00,1,Changed Mind,626.85,Approved
234,1379,708,2024-05-18 17:09:00,1,Fabric Quality,1048.95,Approved
235,1381,1511,2024-07-22 11:22:00,1,Defective Stitching,522.9,Approved
236,1386,880,2024-09-23 21:38:00,1,Color Bled,470.61,Approved
237,1388,263,2025-01-25 19:06:00,2,Fabric Quality,1047.9,Approved
238,1409,1805,2025-12-03 13:11:00,1,Defective Stitching,943.95,Approved
239,1418,1677,2025-02-16 14:45:00,1,Changed Mind,1048.95,Approved
240,1421,1278,2025-09-15 20:38:00,3,Defective Stitching,2548.66,Approved
241,1440,452,2025-04-24 19:57:00,3,Changed Mind,1886.85,Approved
242,1446,52,2024-02-06 17:00:00,2,Changed Mind,1256.85,Approved
243,1453,1970,2026-01-18 22:47:00,2,Wrong Size,2516.85,Approved
244,1458,180,2025-03-19 19:53:00,2,Changed Mind,627.9,Approved
245,1460,212,2024-10-05 13:01:00,1,Color Bled,93.56,Approved
246,1469,1196,2026-03-12 10:51:00,1,Color Bled,82.95,Approved
247,1474,292,2025-11-18 22:59:00,1,Changed Mind,1677.9,Approved
248,1479,809,2024-10-24 14:45:00,1,Wrong Size,2831.85,Approved
249,1499,138,2025-09-17 18:00:00,2,Wrong Size,2516.85,Approved
250,1506,182,2024-02-21 21:23:00,2,Color Bled,784.35,Approved
251,1507,1767,2026-04-17 14:53:00,2,Defective Stitching,280.67,Approved
252,1527,1210,2026-03-03 18:26:00,3,Wrong Size,469.35,Approved
253,1531,1201,2024-12-31 17:32:00,1,Changed Mind,313.95,Approved
254,1535,449,2025-05-23 22:08:00,1,Fabric Quality,628.95,Approved
255,1536,1024,2025-09-01 18:33:00,1,Changed Mind,3146.85,Approved
256,1536,708,2025-09-06 18:33:00,1,Changed Mind,944.06,Approved
257,1541,1502,2026-05-23 11:31:00,2,Wrong Size,1571.85,Approved
258,1543,1250,2024-04-29 14:38:00,2,Wrong Size,417.9,Approved
259,1546,1533,2026-04-09 14:34:00,2,Defective Stitching,1887.9,Approved
260,1562,158,2026-04-24 11:00:00,1,Wrong Size,943.95,Approved
261,1565,1591,2024-11-14 13:00:00,1,Fabric Quality,156.45,Approved
262,1572,124,2024-02-07 14:36:00,1,Changed Mind,188.06,Approved
263,1587,1215,2024-12-20 18:04:00,1,Wrong Size,2201.85,Approved
264,1588,71,2024-05-02 21:48:00,2,Changed Mind,565.11,Approved
265,1588,158,2024-05-03 21:48:00,2,Defective Stitching,1887.9,Approved
266,1592,1437,2024-06-06 18:01:00,2,Wrong Size,187.11,Approved
267,1594,1155,2024-04-06 11:33:00,1,Defective Stitching,313.95,Approved
268,1597,1398,2026-04-11 22:56:00,3,Changed Mind,1886.85,Approved
269,1603,772,2025-02-06 15:37:00,2,Color Bled,1886.85,Approved
270,1605,1961,2026-06-21 14:48:00,1,Fabric Quality,103.95,Approved
271,1606,1832,2026-01-14 17:44:00,1,Defective Stitching,82.95,Approved
272,1614,1583,2025-04-26 19:24:00,1,Defective Stitching,417.9,Approved
273,1625,1637,2025-02-21 19:41:00,1,Fabric Quality,418.95,Approved
274,1636,135,2024-09-14 10:33:00,1,Fabric Quality,628.95,Approved
275,1644,621,2025-08-28 14:50:00,1,Fabric Quality,261.45,Approved
276,1660,1149,2025-10-08 21:14:00,1,Color Bled,523.95,Approved
277,1660,1489,2025-10-10 21:14:00,3,Wrong Size,1886.85,Approved
278,1666,1810,2026-05-12 22:51:00,1,Color Bled,941.85,Approved
279,1668,425,2025-07-06 10:34:00,1,Wrong Size,313.95,Approved
280,1677,1188,2025-06-23 15:45:00,1,Wrong Size,313.95,Approved
281,1688,1656,2026-04-26 10:31:00,1,Color Bled,103.95,Approved
282,1692,1009,2026-03-02 17:26:00,1,Color Bled,418.95,Approved
283,1693,209,2026-01-18 14:55:00,2,Color Bled,1886.85,Approved
284,1693,1580,2026-01-19 14:55:00,2,Fabric Quality,417.9,Approved
285,1694,131,2025-09-26 13:02:00,1,Wrong Size,261.45,Approved
286,1698,244,2026-06-20 19:45:00,1,Changed Mind,943.95,Approved
287,1700,111,2024-11-02 18:53:00,1,Changed Mind,156.45,Approved
288,1701,293,2025-01-03 19:13:00,1,Defective Stitching,523.95,Approved
289,1708,429,2025-01-28 13:00:00,1,Color Bled,2516.85,Approved
290,1711,858,2025-04-11 13:40:00,2,Defective Stitching,522.9,Approved
291,1717,167,2024-01-28 19:42:00,1,Color Bled,2201.85,Approved
292,1724,909,2025-07-31 15:20:00,1,Color Bled,418.95,Approved
293,1735,1511,2025-03-16 20:34:00,3,Fabric Quality,784.35,Approved
294,1740,267,2024-08-29 19:17:00,1,Changed Mind,156.45,Approved
295,1753,318,2025-01-23 13:58:00,2,Color Bled,941.85,Approved
296,1755,1857,2025-01-09 19:33:00,2,Wrong Size,1047.9,Approved
297,1766,1113,2025-01-22 20:05:00,1,Wrong Size,313.95,Approved
298,1768,502,2026-04-10 18:30:00,2,Color Bled,627.9,Approved
299,1774,553,2025-04-29 18:22:00,1,Wrong Size,628.95,Approved
300,1782,483,2024-08-07 13:44:00,2,Wrong Size,469.35,Approved
301,1793,404,2024-08-30 16:00:00,1,Fabric Quality,522.9,Approved
302,1799,1997,2025-05-31 15:28:00,1,Wrong Size,82.95,Approved
303,1802,870,2024-10-03 10:17:00,3,Fabric Quality,626.85,Approved
304,1804,464,2025-02-01 20:02:00,2,Defective Stitching,2201.85,Approved
305,1808,1390,2024-04-15 18:30:00,2,Fabric Quality,784.35,Approved
306,1817,290,2026-01-03 18:07:00,1,Fabric Quality,1467.9,Approved
307,1819,1955,2025-03-31 18:45:00,3,Changed Mind,941.85,Approved
308,1822,83,2025-12-06 16:11:00,1,Defective Stitching,522.9,Approved
309,1826,15,2026-06-03 19:59:00,2,Defective Stitching,522.9,Approved
310,1849,386,2024-04-22 10:34:00,1,Color Bled,208.95,Approved
311,1867,1657,2025-03-13 12:25:00,1,Defective Stitching,313.95,Approved
312,1871,1023,2025-12-02 19:01:00,3,Color Bled,564.17,Approved
313,1874,772,2024-04-16 22:18:00,3,Fabric Quality,1886.85,Approved
314,1881,1737,2024-07-29 10:21:00,2,Fabric Quality,1257.9,Approved
315,1886,1990,2024-08-10 19:24:00,2,Fabric Quality,1257.9,Approved
316,1886,1170,2024-08-09 19:24:00,1,Fabric Quality,565.11,Approved
317,1895,1061,2024-09-05 13:37:00,1,Color Bled,1677.9,Approved
318,1901,939,2026-03-19 20:46:00,1,Fabric Quality,1048.95,Approved
319,1906,1149,2025-04-23 11:09:00,2,Color Bled,943.11,Approved
320,1908,718,2025-07-16 18:19:00,3,Defective Stitching,3146.85,Approved
321,1910,417,2025-06-30 22:48:00,1,Changed Mind,626.85,Approved
322,1918,822,2026-02-17 11:19:00,2,Wrong Size,784.35,Approved
323,1931,44,2025-03-20 10:32:00,1,Defective Stitching,628.95,Approved
324,1932,610,2024-04-14 16:59:00,1,Wrong Size,2516.85,Approved
325,1935,1793,2025-02-27 17:57:00,1,Fabric Quality,282.56,Approved
326,1950,1392,2025-10-22 11:39:00,1,Wrong Size,165.9,Approved
327,1950,906,2025-10-23 11:39:00,1,Fabric Quality,522.9,Approved
328,1952,785,2024-04-01 21:39:00,1,Defective Stitching,523.95,Approved
329,1958,580,2025-01-19 22:07:00,1,Defective Stitching,838.95,Approved
330,1965,1993,2025-05-17 20:56:00,2,Fabric Quality,1571.85,Approved
331,1967,1854,2024-02-19 19:00:00,1,Fabric Quality,313.95,Approved
332,1967,1782,2024-02-19 19:00:00,1,Color Bled,313.95,Approved
333,1969,620,2026-03-08 15:31:00,1,Changed Mind,208.95,Approved
334,1970,103,2025-04-02 22:39:00,1,Changed Mind,784.35,Approved
335,1978,716,2024-10-10 14:07:00,1,Wrong Size,156.45,Approved
336,1978,556,2024-10-04 14:07:00,2,Fabric Quality,627.9,Approved
337,1993,1555,2025-05-31 13:35:00,1,Wrong Size,733.95,Approved
338,1994,350,2024-08-21 21:43:00,2,Fabric Quality,626.85,Approved
339,1996,935,2025-08-15 17:10:00,1,Wrong Size,627.9,Approved
340,1999,641,2025-07-13 14:36:00,1,Changed Mind,941.85,Approved
341,2001,996,2025-05-16 18:39:00,1,Wrong Size,565.11,Approved
342,2004,121,2025-06-09 20:24:00,1,Changed Mind,627.9,Approved
343,2010,1033,2024-09-21 18:29:00,1,Changed Mind,313.95,Approved
344,2022,1743,2025-06-07 21:04:00,1,Defective Stitching,156.45,Approved
345,2023,909,2024-11-10 12:29:00,2,Changed Mind,1131.16,Approved
346,2026,1681,2025-03-26 21:52:00,2,Fabric Quality,2516.85,Approved
347,2032,1610,2026-05-19 14:02:00,1,Color Bled,261.45,Approved
348,2037,775,2025-12-10 12:09:00,2,Color Bled,522.9,Approved
349,2040,841,2025-06-06 12:43:00,1,Defective Stitching,208.95,Approved
350,2060,999,2024-06-22 12:25:00,1,Fabric Quality,3146.85,Approved
351,2062,147,2025-03-15 22:00:00,2,Changed Mind,1886.85,Approved
352,2069,49,2026-05-14 21:19:00,1,Changed Mind,2548.66,Approved
353,2070,844,2024-12-01 20:31:00,1,Defective Stitching,941.85,Approved
354,2075,1827,2025-05-04 20:16:00,3,Changed Mind,1571.85,Approved
355,2085,1828,2025-01-17 10:10:00,1,Wrong Size,837.9,Approved
356,2090,750,2025-10-01 21:43:00,1,Color Bled,838.95,Approved
357,2096,1204,2025-04-15 19:54:00,1,Wrong Size,627.9,Approved
358,2096,1192,2025-04-17 19:54:00,1,Wrong Size,837.9,Approved
359,2098,1062,2025-04-20 13:44:00,1,Wrong Size,313.95,Approved
360,2109,169,2024-06-24 11:41:00,2,Wrong Size,223.97,Approved
361,2110,238,2024-07-15 17:27:00,1,Color Bled,282.56,Approved
362,2118,1935,2024-11-05 20:45:00,1,Fabric Quality,941.85,Approved
363,2127,1551,2025-06-09 19:21:00,1,Defective Stitching,3146.85,Approved
364,2137,1533,2025-05-27 21:08:00,2,Wrong Size,2548.66,Approved
365,2138,1615,2024-07-31 19:39:00,3,Defective Stitching,784.35,Approved
366,2138,490,2024-08-05 19:39:00,1,Defective Stitching,156.45,Approved
367,2141,430,2026-04-11 20:54:00,3,Color Bled,2516.85,Approved
368,2145,1067,2024-08-20 21:36:00,2,Wrong Size,784.35,Approved
369,2145,1680,2024-08-21 21:36:00,3,Wrong Size,1256.85,Approved
370,2155,736,2024-04-10 21:42:00,2,Wrong Size,1132.11,Approved
