PaymentID,OrderID,PaymentDate,Amount,PaymentMethod,TransactionStatus,TransactionReference
116,116,2026-06-08 12:05:00,2764.65,UPI,Success,TXN-ZUD-000116-000116
117,117,2026-02-16 10:20:00,6852.3,Credit Card,Success,TXN-ZUD-000117-000117
118,118,2024-09-14 18:21:00,4629.97,UPI,Success,TXN-ZUD-000118-000118
119,119,2025-06-02 19:14:00,1224.4,Debit Card,Success,TXN-ZUD-000119-000119
120,120,2025-08-03 15:54:00,4315.6,UPI,Success,TXN-ZUD-000120-000120
121,121,2025-07-06 14:52:00,4899.61,UPI,Success,TXN-ZUD-000121-000121
122,122,2026-01-16 20:56:00,1159.62,UPI,Success,TXN-ZUD-000122-000122
123,123,2024-02-08 19:52:00,5658.45,Debit Card,Success,TXN-ZUD-000123-000123
124,124,2025-09-23 14:07:00,1713.6,UPI,Success,TXN-ZUD-000124-000124
125,125,2024-09-28 17:38:00,3978.45,UPI,Success,TXN-ZUD-000125-000125
126,126,2024-07-07 10:44:00,8949.25,UPI,Success,TXN-ZUD-000126-000126
127,127,2025-09-27 10:13:00,8107.68,UPI,Success,TXN-ZUD-000127-000127
128,128,2024-09-30 12:36:00,6814.5,Debit Card,Success,TXN-ZUD-000128-000128
129,129,2025-05-11 14:49:00,4608.45,Credit Card,Failed,TXN-ZUD-000129-000129
130,130,2025-04-08 16:13:00,2587.41,Debit Card,Success,TXN-ZUD-000130-000130
131,131,2026-04-23 22:00:00,5030.55,Debit Card,Success,TXN-ZUD-000131-000131
132,132,2024-04-25 19:27:00,8961.75,Credit Card,Success,TXN-ZUD-000132-000132
133,133,2025-07-06 21:32:00,2828.7,UPI,Success,TXN-ZUD-000133-000133
134,134,2025-09-15 20:50:00,4793.35,Credit Card,Success,TXN-ZUD-000134-000134
135,135,2025-02-16 22:43:00,3813.91,Credit Card,Success,TXN-ZUD-000135-000135
136,136,2025-07-25 15:35:00,5533.81,Credit Card,Failed,TXN-ZUD-000136-000136
137,137,2024-09-08 21:14:00,6517.88,UPI,Failed,TXN-ZUD-000137-000137
138,138,2024-08-31 10:26:00,4716.6,Debit Card,Success,TXN-ZUD-000138-000138
139,139,2026-01-01 11:00:00,5175.77,UPI,Success,TXN-ZUD-000139-000139
140,140,2025-01-04 18:31:00,3456.6,UPI,Success,TXN-ZUD-000140-000140
141,141,2024-10-17 21:12:00,9013.2,Debit Card,Success,TXN-ZUD-000141-000141
142,142,2024-09-12 13:00:00,6236.58,Cash,Success,TXN-ZUD-000142-000142
143,143,2026-04-05 11:07:00,5290.95,Debit Card,Success,TXN-ZUD-000143-000143
144,144,2025-04-17 21:08:00,3505.95,Credit Card,Success,TXN-ZUD-000144-000144
145,145,2026-04-15 16:38:00,3205.86,Cash,Success,TXN-ZUD-000145-000145
146,146,2024-05-28 14:41:00,6583.08,Debit Card,Success,TXN-ZUD-000146-000146
147,147,2024-04-12 10:04:00,5555.55,Credit Card,Success,TXN-ZUD-000147-000147
148,148,2025-09-14 17:53:00,5239.5,UPI,Failed,TXN-ZUD-000148-000148
149,149,2026-04-01 17:57:00,4831.15,UPI,Failed,TXN-ZUD-000149-000149
150,150,2024-10-24 22:39:00,2012.01,Credit Card,Success,TXN-ZUD-000150-000150
151,151,2025-04-28 16:28:00,5555.55,Debit Card,Success,TXN-ZUD-000151-000151
152,152,2024-03-03 13:24:00,5869.5,Credit Card,Failed,TXN-ZUD-000152-000152
153,153,2026-06-19 14:11:00,2763.6,UPI,Success,TXN-ZUD-000153-000153
154,154,2024-04-24 19:11:00,2748.16,Cash,Success,TXN-ZUD-000154-000154
155,155,2026-01-15 20:04:00,2985.15,UPI,Success,TXN-ZUD-000155-000155
156,156,2024-07-11 18:45:00,7451.01,Debit Card,Success,TXN-ZUD-000156-000156
157,157,2025-09-30 17:04:00,4824.75,UPI,Success,TXN-ZUD-000157-000157
158,158,2025-10-08 17:00:00,4774.45,UPI,Success,TXN-ZUD-000158-000158
159,159,2024-02-10 14:46:00,4286.2,Cash,Success,TXN-ZUD-000159-000159
160,160,2025-08-01 17:34:00,4717.65,UPI,Success,TXN-ZUD-000160-000160
161,161,2025-04-19 21:20:00,3896.03,UPI,Success,TXN-ZUD-000161-000161
162,162,2024-08-06 17:49:00,4192.97,UPI,Success,TXN-ZUD-000162-000162
163,163,2025-10-06 19:29:00,3768.55,Credit Card,Success,TXN-ZUD-000163-000163
164,164,2025-12-01 10:32:00,7623.32,Cash,Success,TXN-ZUD-000164-000164
165,165,2024-02-22 12:09:00,2837.31,UPI,Success,TXN-ZUD-000165-000165
166,166,2024-07-28 21:00:00,2284.8,Credit Card,Success,TXN-ZUD-000166-000166
167,167,2024-01-11 10:48:00,5052.91,Credit Card,Success,TXN-ZUD-000167-000167
168,168,2026-03-24 16:01:00,4044.07,UPI,Success,TXN-ZUD-000168-000168
169,169,2024-05-03 16:00:00,3669.75,UPI,Success,TXN-ZUD-000169-000169
170,170,2025-10-21 16:57:00,1727.25,Cash,Success,TXN-ZUD-000170-000170
171,171,2026-02-21 13:00:00,4613.7,UPI,Success,TXN-ZUD-000171-000171
172,172,2024-10-03 14:24:00,9120.3,Credit Card,Success,TXN-ZUD-000172-000172
173,173,2025-08-26 16:29:00,5344.5,Credit Card,Success,TXN-ZUD-000173-000173
174,174,2026-03-21 21:01:00,2519.37,Debit Card,Success,TXN-ZUD-000174-000174
175,175,2024-11-22 11:19:00,5764.5,Debit Card,Success,TXN-ZUD-000175-000175
176,176,2025-02-03 17:46:00,1256.85,Credit Card,Success,TXN-ZUD-000176-000176
177,177,2024-02-17 16:00:00,5188.05,UPI,Success,TXN-ZUD-000177-000177
178,178,2024-09-11 18:20:00,2301.6,Credit Card,Success,TXN-ZUD-000178-000178
179,179,2024-02-03 16:29:00,5189.1,UPI,Success,TXN-ZUD-000179-000179
180,180,2026-04-02 12:50:00,6711.6,Debit Card,Success,TXN-ZUD-000180-000180
181,181,2025-08-02 11:30:00,1697.22,UPI,Failed,TXN-ZUD-000181-000181
182,182,2025-08-14 17:50:00,4089.75,UPI,Success,TXN-ZUD-000182-000182
183,183,2025-01-01 21:53:00,4188.45,Debit Card,Success,TXN-ZUD-000183-000183
184,184,2025-07-02 14:59:00,6656.06,Credit Card,Success,TXN-ZUD-000184-000184
185,185,2024-08-22 14:53:00,2225.05,UPI,Success,TXN-ZUD-000185-000185
186,186,2026-05-14 11:13:00,2031.02,UPI,Success,TXN-ZUD-000186-000186
187,187,2024-11-20 22:11:00,2200.8,Debit Card,Success,TXN-ZUD-000187-000187
188,188,2026-01-23 18:22:00,4842.91,UPI,Success,TXN-ZUD-000188-000188
189,189,2024-05-10 11:50:00,4086.81,UPI,Success,TXN-ZUD-000189-000189
190,190,2025-04-07 13:53:00,4808.27,UPI,Success,TXN-ZUD-000190-000190
191,191,2025-09-20 14:31:00,3730.12,Credit Card,Success,TXN-ZUD-000191-000191
192,192,2025-12-10 18:33:00,2613.77,Credit Card,Success,TXN-ZUD-000192-000192
193,193,2026-01-05 13:39:00,7807.8,Credit Card,Success,TXN-ZUD-000193-000193
194,194,2024-05-13 17:00:00,6291.91,Cash,Success,TXN-ZUD-000194-000194
195,195,2024-11-27 14:19:00,3299.1,Cash,Success,TXN-ZUD-000195-000195
196,196,2025-07-27 18:21:00,6915.61,UPI,Success,TXN-ZUD-000196-000196
197,197,2024-02-07 13:44:00,1361.85,Debit Card,Success,TXN-ZUD-000197-000197
198,198,2024-02-24 13:04:00,3396.01,UPI,Success,TXN-ZUD-000198-000198
199,199,2025-01-26 22:10:00,6998.35,UPI,Success,TXN-ZUD-000199-000199
200,200,2024-01-05 17:07:00,7380.56,UPI,Success,TXN-ZUD-000200-000200
201,201,2025-01-08 12:43:00,2934.75,Credit Card,Success,TXN-ZUD-000201-000201
202,202,2026-03-23 19:03:00,1151.85,UPI,Failed,TXN-ZUD-000202-000202
203,203,2026-05-27 13:16:00,9878.72,UPI,Success,TXN-ZUD-000203-000203
204,204,2025-12-16 14:36:00,7871.11,UPI,Success,TXN-ZUD-000204-000204
205,205,2026-04-19 17:43:00,5018.27,Credit Card,Success,TXN-ZUD-000205-000205
206,206,2025-11-25 19:00:00,3431.72,UPI,Success,TXN-ZUD-000206-000206
207,207,2026-01-08 17:55:00,5272.36,Debit Card,Success,TXN-ZUD-000207-000207
208,208,2025-09-18 20:37:00,7761.6,Debit Card,Success,TXN-ZUD-000208-000208
209,209,2025-08-09 16:16:00,1939.46,Cash,Success,TXN-ZUD-000209-000209
210,210,2026-02-27 20:18:00,3981.6,UPI,Success,TXN-ZUD-000210-000210
211,211,2025-01-26 12:25:00,7966.35,Debit Card,Success,TXN-ZUD-000211-000211
212,212,2025-06-23 10:56:00,9256.8,UPI,Success,TXN-ZUD-000212-000212
213,213,2024-06-20 14:18:00,8051.93,UPI,Success,TXN-ZUD-000213-000213
214,214,2026-04-08 21:09:00,1655.96,Cash,Success,TXN-ZUD-000214-000214
215,215,2024-04-17 15:15:00,3460.8,Debit Card,Success,TXN-ZUD-000215-000215
216,216,2026-06-20 11:14:00,889.35,Credit Card,Failed,TXN-ZUD-000216-000216
217,217,2024-06-25 12:32:00,1622.25,UPI,Success,TXN-ZUD-000217-000217
218,218,2025-03-26 18:08:00,2546.78,Cash,Success,TXN-ZUD-000218-000218
219,219,2025-09-25 19:35:00,4191.6,Debit Card,Success,TXN-ZUD-000219-000219
220,220,2024-10-20 15:28:00,2758.45,UPI,Success,TXN-ZUD-000220-000220
221,221,2026-03-09 19:27:00,4433.73,Debit Card,Success,TXN-ZUD-000221-000221
222,222,2025-09-26 21:12:00,8380.05,Credit Card,Success,TXN-ZUD-000222-000222
223,223,2024-04-08 19:59:00,1569.75,Cash,Success,TXN-ZUD-000223-000223
224,224,2025-10-09 14:00:00,2724.75,UPI,Success,TXN-ZUD-000224-000224
225,225,2025-02-24 11:07:00,3984.75,UPI,Success,TXN-ZUD-000225-000225
226,226,2025-05-30 19:48:00,4796.93,Credit Card,Success,TXN-ZUD-000226-000226
227,227,2025-02-23 16:53:00,889.35,Cash,Success,TXN-ZUD-000227-000227
228,228,2026-02-08 19:15:00,5449.5,UPI,Success,TXN-ZUD-000228-000228
229,229,2024-03-06 13:50:00,3195.36,Credit Card,Success,TXN-ZUD-000229-000229
230,230,2025-09-05 21:46:00,2406.81,UPI,Success,TXN-ZUD-000230-000230
231,231,2026-04-13 16:21:00,4345.01,Cash,Success,TXN-ZUD-000231-000231
232,232,2024-12-24 20:46:00,5240.55,Debit Card,Success,TXN-ZUD-000232-000232
233,233,2026-04-29 20:28:00,2671.41,Credit Card,Success,TXN-ZUD-000233-000233
234,234,2025-06-16 12:12:00,7169.92,Cash,Success,TXN-ZUD-000234-000234
235,235,2024-07-05 10:43:00,6590.85,UPI,Success,TXN-ZUD-000235-000235
236,236,2026-05-19 21:03:00,3773.7,Cash,Failed,TXN-ZUD-000236-000236
237,237,2026-02-23 11:27:00,9086.91,UPI,Success,TXN-ZUD-000237-000237
238,238,2024-04-21 19:38:00,2604.0,Credit Card,Success,TXN-ZUD-000238-000238
239,239,2024-04-18 10:05:00,2043.51,Cash,Failed,TXN-ZUD-000239-000239
240,240,2025-08-31 16:44:00,1979.46,Credit Card,Success,TXN-ZUD-000240-000240
241,241,2026-05-19 20:18:00,1781.85,UPI,Success,TXN-ZUD-000241-000241
242,242,2025-10-11 12:29:00,8614.41,Cash,Success,TXN-ZUD-000242-000242
243,243,2024-12-01 12:33:00,1571.85,UPI,Success,TXN-ZUD-000243-000243
244,244,2024-03-23 16:55:00,1883.7,Cash,Success,TXN-ZUD-000244-000244
245,245,2025-06-17 16:10:00,9937.51,UPI,Success,TXN-ZUD-000245-000245
246,246,2026-01-24 20:47:00,9437.72,Credit Card,Success,TXN-ZUD-000246-000246
247,247,2026-01-23 16:00:00,889.35,Cash,Success,TXN-ZUD-000247-000247
248,248,2026-01-23 21:00:00,7279.86,UPI,Failed,TXN-ZUD-000248-000248
249,249,2025-11-06 14:02:00,3355.8,UPI,Success,TXN-ZUD-000249-000249
250,250,2026-06-24 18:40:00,7368.06,UPI,Failed,TXN-ZUD-000250-000250
251,251,2024-01-11 21:14:00,8772.96,UPI,Success,TXN-ZUD-000251-000251
252,252,2024-12-14 14:59:00,9403.07,UPI,Success,TXN-ZUD-000252-000252
253,253,2025-09-26 19:00:00,4684.47,Credit Card,Success,TXN-ZUD-000253-000253
254,254,2025-01-12 11:58:00,5000.42,UPI,Failed,TXN-ZUD-000254-000254
255,255,2025-02-06 20:25:00,1832.25,Cash,Success,TXN-ZUD-000255-000255
256,256,2026-02-20 11:35:00,4824.75,UPI,Success,TXN-ZUD-000256-000256
257,257,2025-03-05 16:06:00,6100.6,Cash,Success,TXN-ZUD-000257-000257
258,258,2024-03-25 18:14:00,4770.46,UPI,Success,TXN-ZUD-000258-000258
259,259,2026-03-25 14:50:00,817.01,UPI,Success,TXN-ZUD-000259-000259
260,260,2024-08-04 21:16:00,8069.25,UPI,Success,TXN-ZUD-000260-000260
261,261,2025-12-26 14:13:00,5559.01,UPI,Success,TXN-ZUD-000261-000261
262,262,2025-01-08 10:30:00,1309.46,UPI,Failed,TXN-ZUD-000262-000262
263,263,2025-06-11 14:17:00,2093.7,Debit Card,Success,TXN-ZUD-000263-000263
264,264,2025-09-25 16:05:00,993.3,Debit Card,Failed,TXN-ZUD-000264-000264
265,265,2025-06-25 10:00:00,4972.8,UPI,Failed,TXN-ZUD-000265-000265
266,266,2025-02-16 16:27:00,5655.3,UPI,Success,TXN-ZUD-000266-000266
267,267,2025-04-21 11:38:00,1674.75,Debit Card,Success,TXN-ZUD-000267-000267
268,268,2024-10-13 13:00:00,2620.8,UPI,Success,TXN-ZUD-000268-000268
269,269,2024-01-15 13:23:00,6117.4,UPI,Success,TXN-ZUD-000269-000269
270,270,2026-06-20 11:54:00,2346.12,Cash,Success,TXN-ZUD-000270-000270
271,271,2024-08-10 10:07:00,784.56,UPI,Failed,TXN-ZUD-000271-000271
272,272,2025-09-23 10:42:00,3475.71,UPI,Success,TXN-ZUD-000272-000272
273,273,2026-01-03 13:13:00,479.85,UPI,Failed,TXN-ZUD-000273-000273
274,274,2024-08-13 22:30:00,5663.7,UPI,Success,TXN-ZUD-000274-000274
275,275,2025-07-09 17:19:00,1707.93,Credit Card,Success,TXN-ZUD-000275-000275
276,276,2024-07-23 13:31:00,4755.45,UPI,Success,TXN-ZUD-000276-000276
277,277,2026-02-06 15:56:00,6737.96,UPI,Success,TXN-ZUD-000277-000277
278,278,2025-08-04 10:17:00,9013.41,Cash,Success,TXN-ZUD-000278-000278
279,279,2026-05-24 18:00:00,2736.4,UPI,Success,TXN-ZUD-000279-000279
280,280,2026-06-09 19:47:00,323.5,UPI,Success,TXN-ZUD-000280-000280
281,281,2025-04-18 21:39:00,5097.33,Debit Card,Success,TXN-ZUD-000281-000281
282,282,2024-12-11 12:33:00,2992.81,Credit Card,Success,TXN-ZUD-000282-000282
283,283,2025-07-05 17:37:00,2062.3,Cash,Success,TXN-ZUD-000283-000283
284,284,2024-09-08 19:54:00,3281.36,Credit Card,Success,TXN-ZUD-000284-000284
285,285,2025-04-30 20:12:00,2245.32,Credit Card,Success,TXN-ZUD-000285-000285
286,286,2025-09-13 14:47:00,3144.75,UPI,Success,TXN-ZUD-000286-000286
287,287,2024-11-29 17:20:00,3529.37,UPI,Success,TXN-ZUD-000287-000287
288,288,2025-07-04 17:33:00,605.95,Cash,Failed,TXN-ZUD-000288-000288
289,289,2024-08-04 13:27:00,4315.71,Cash,Success,TXN-ZUD-000289-000289
290,290,2025-04-13 15:35:00,2659.97,UPI,Success,TXN-ZUD-000290-000290
291,291,2024-12-27 11:00:00,6307.88,Cash,Failed,TXN-ZUD-000291-000291
292,292,2026-04-23 11:53:00,6408.47,UPI,Success,TXN-ZUD-000292-000292
293,293,2026-04-18 14:43:00,3499.76,Debit Card,Success,TXN-ZUD-000293-000293
294,294,2024-06-01 22:32:00,4893.11,UPI,Failed,TXN-ZUD-000294-000294
295,295,2024-04-18 11:19:00,3161.76,UPI,Success,TXN-ZUD-000295-000295
296,296,2026-04-30 20:22:00,733.0,UPI,Failed,TXN-ZUD-000296-000296
297,297,2024-05-29 11:20:00,4476.36,UPI,Failed,TXN-ZUD-000297-000297
298,298,2025-06-02 14:07:00,6418.44,UPI,Success,TXN-ZUD-000298-000298
299,299,2025-04-06 16:52:00,3751.75,Credit Card,Success,TXN-ZUD-000299-000299
300,300,2024-03-23 19:56:00,6812.4,Credit Card,Failed,TXN-ZUD-000300-000300
301,301,2024-11-13 19:48:00,4841.86,UPI,Success,TXN-ZUD-000301-000301
302,302,2024-03-29 19:09:00,3144.75,Debit Card,Success,TXN-ZUD-000302-000302
303,303,2026-05-23 15:37:00,4398.45,UPI,Success,TXN-ZUD-000303-000303
304,304,2024-12-26 21:00:00,5175.45,Debit Card,Success,TXN-ZUD-000304-000304
305,305,2024-02-12 20:45:00,7375.51,UPI,Success,TXN-ZUD-000305-000305
306,306,2026-01-09 10:41:00,2484.4,Cash,Success,TXN-ZUD-000306-000306
307,307,2024-07-01 22:56:00,3661.35,Credit Card,Success,TXN-ZUD-000307-000307
308,308,2024-12-31 18:34:00,5555.55,Cash,Success,TXN-ZUD-000308-000308
309,309,2026-01-05 19:33:00,7968.45,UPI,Success,TXN-ZUD-000309-000309
310,310,2025-06-21 10:27:00,4454.1,UPI,Failed,TXN-ZUD-000310-000310
