OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,CostPrice,Discount,Tax,LineTotal,LineProfit
121,26,987,1,399.0,217.65,0.0,5.0,418.95,181.35
122,27,547,3,599.0,303.43,10.0,5.0,1698.16,707.01
123,27,1122,3,299.0,131.24,0.0,5.0,941.85,503.28
124,27,1202,2,299.0,129.47,10.0,5.0,565.11,279.26
125,27,118,1,599.0,295.6,0.0,5.0,628.95,303.4
126,27,1882,1,899.0,380.5,0.0,5.0,943.95,518.5
127,28,1969,1,299.0,158.71,0.0,5.0,313.95,140.29
128,28,394,3,899.0,480.68,0.0,5.0,2831.85,1254.96
129,29,701,2,399.0,172.4,0.0,5.0,837.9,453.2
130,29,1747,2,799.0,323.08,0.0,5.0,1677.9,951.84
131,29,340,1,499.0,236.35,0.0,5.0,523.95,262.65
132,29,709,1,599.0,250.43,0.0,5.0,628.95,348.57
133,29,372,3,599.0,254.51,0.0,5.0,1886.85,1033.47
134,29,1422,1,299.0,161.15,0.0,5.0,313.95,137.85
135,29,1050,2,249.0,118.08,10.0,5.0,470.61,212.04
136,30,1141,2,799.0,400.89,0.0,5.0,1677.9,796.22
137,30,1773,2,399.0,217.16,10.0,5.0,754.11,283.88
138,30,1070,1,249.0,99.9,0.0,5.0,261.45,149.1
139,31,792,2,99.0,52.39,0.0,5.0,207.9,93.22
140,31,1415,1,399.0,164.26,0.0,5.0,418.95,234.74
141,31,217,2,799.0,370.48,10.0,5.0,1510.11,697.24
142,31,1114,3,899.0,480.33,0.0,5.0,2831.85,1256.01
143,31,205,2,299.0,148.26,0.0,5.0,627.9,301.48
144,31,1446,1,249.0,126.78,0.0,5.0,261.45,122.22
145,31,548,2,299.0,138.32,0.0,5.0,627.9,321.36
146,32,281,2,249.0,113.33,10.0,5.0,470.61,221.54
147,32,1807,1,399.0,179.58,0.0,5.0,418.95,219.42
148,32,672,3,149.0,61.39,0.0,5.0,469.35,262.83
149,32,1745,3,99.0,53.32,10.0,5.0,280.67,107.34
150,32,1890,2,999.0,464.96,0.0,5.0,2097.9,1068.08
151,32,532,2,199.0,101.85,0.0,5.0,417.9,194.3
152,32,323,3,149.0,63.61,0.0,5.0,469.35,256.17
153,33,854,2,299.0,148.7,0.0,5.0,627.9,300.6
154,33,583,2,149.0,70.48,0.0,5.0,312.9,157.04
155,33,1800,1,699.0,310.94,0.0,5.0,733.95,388.06
156,33,114,3,799.0,348.22,0.0,5.0,2516.85,1352.34
157,34,106,1,249.0,104.49,10.0,5.0,235.31,119.61
158,34,1270,2,199.0,90.41,0.0,5.0,417.9,217.18
159,34,1682,1,79.0,33.65,0.0,5.0,82.95,45.35
160,35,1150,2,249.0,100.38,10.0,5.0,470.61,247.44
161,35,1113,3,299.0,125.6,0.0,5.0,941.85,520.2
162,35,1527,1,249.0,120.67,0.0,5.0,261.45,128.33
163,36,177,3,299.0,130.2,0.0,5.0,941.85,506.4
164,36,204,3,899.0,416.68,0.0,5.0,2831.85,1446.96
165,36,511,2,799.0,365.17,0.0,5.0,1677.9,867.66
166,36,1620,3,399.0,159.79,10.0,5.0,1131.16,597.93
167,36,1091,2,299.0,134.19,10.0,5.0,565.11,269.82
168,36,98,1,79.0,42.14,0.0,5.0,82.95,36.86
169,37,219,1,99.0,49.84,0.0,5.0,103.95,49.16
170,37,3,1,799.0,319.99,0.0,5.0,838.95,479.01
171,38,1567,2,499.0,243.63,0.0,5.0,1047.9,510.74
172,38,1941,2,149.0,74.92,0.0,5.0,312.9,148.16
173,38,814,2,249.0,113.31,10.0,5.0,470.61,221.58
174,38,507,2,899.0,440.02,10.0,5.0,1699.11,738.16
175,38,353,3,599.0,297.82,0.0,5.0,1886.85,903.54
176,38,1892,2,699.0,306.02,10.0,5.0,1321.11,646.16
177,38,1007,3,599.0,327.15,0.0,5.0,1886.85,815.55
178,39,1357,1,299.0,161.7,0.0,5.0,313.95,137.3
179,39,1798,3,149.0,61.87,0.0,5.0,469.35,261.39
180,39,535,1,899.0,463.09,10.0,5.0,849.56,346.01
181,39,1291,3,899.0,374.43,0.0,5.0,2831.85,1573.71
182,39,319,2,249.0,124.02,0.0,5.0,522.9,249.96
183,40,1508,3,399.0,185.68,0.0,5.0,1256.85,639.96
184,40,130,2,299.0,147.78,0.0,5.0,627.9,302.44
185,40,124,3,199.0,98.64,0.0,5.0,626.85,301.08
186,40,903,2,699.0,381.88,10.0,5.0,1321.11,494.44
187,40,1650,1,249.0,113.63,0.0,5.0,261.45,135.37
188,40,1420,2,599.0,241.05,0.0,5.0,1257.9,715.9
189,41,1346,3,999.0,545.29,0.0,5.0,3146.85,1361.13
190,41,915,2,149.0,80.46,0.0,5.0,312.9,137.08
191,41,1566,2,799.0,397.49,0.0,5.0,1677.9,803.02
192,41,1243,1,299.0,140.09,0.0,5.0,313.95,158.91
193,42,803,2,899.0,398.91,0.0,5.0,1887.9,1000.18
194,42,1172,1,599.0,298.8,0.0,5.0,628.95,300.2
195,42,879,3,79.0,36.64,0.0,5.0,248.85,127.08
196,42,1065,2,99.0,51.51,0.0,5.0,207.9,94.98
197,42,1836,1,699.0,309.2,0.0,5.0,733.95,389.8
198,42,1508,1,399.0,185.68,0.0,5.0,418.95,213.32
199,42,1529,3,149.0,70.79,0.0,5.0,469.35,234.63
200,43,98,2,79.0,42.14,0.0,5.0,165.9,73.72
201,43,1762,1,149.0,72.89,0.0,5.0,156.45,76.11
202,43,1874,2,599.0,312.87,0.0,5.0,1257.9,572.26
203,43,1348,2,299.0,131.08,0.0,5.0,627.9,335.84
204,44,396,2,299.0,135.99,0.0,5.0,627.9,326.02
205,44,1747,2,799.0,323.08,0.0,5.0,1677.9,951.84
206,45,296,2,399.0,208.42,0.0,5.0,837.9,381.16
207,45,1205,2,399.0,179.47,0.0,5.0,837.9,439.06
208,46,1207,3,249.0,121.54,10.0,5.0,705.92,307.68
209,46,1126,3,799.0,346.51,0.0,5.0,2516.85,1357.47
210,46,1035,1,799.0,405.93,10.0,5.0,755.06,313.17
211,47,824,3,199.0,103.46,0.0,5.0,626.85,286.62
212,47,1692,2,399.0,192.61,0.0,5.0,837.9,412.78
213,48,1224,1,299.0,128.31,0.0,5.0,313.95,170.69
214,48,995,2,299.0,146.6,0.0,5.0,627.9,304.8
215,48,978,2,799.0,338.85,0.0,5.0,1677.9,920.3
216,48,1861,1,899.0,466.73,10.0,5.0,849.56,342.37
217,48,1384,1,599.0,256.1,0.0,5.0,628.95,342.9
218,49,1078,1,999.0,500.36,0.0,5.0,1048.95,498.64
219,49,85,3,599.0,255.72,0.0,5.0,1886.85,1029.84
220,50,1637,1,399.0,202.82,0.0,5.0,418.95,196.18
221,50,1826,2,899.0,380.6,0.0,5.0,1887.9,1036.8
222,50,651,2,399.0,183.83,0.0,5.0,837.9,430.34
223,51,1975,3,199.0,101.58,0.0,5.0,626.85,292.26
224,51,1673,2,249.0,118.38,0.0,5.0,522.9,261.24
225,52,653,2,799.0,389.94,10.0,5.0,1510.11,658.32
226,52,192,1,599.0,305.97,0.0,5.0,628.95,293.03
227,53,1275,2,79.0,32.58,10.0,5.0,149.31,77.04
228,53,1990,1,599.0,253.32,0.0,5.0,628.95,345.68
229,54,212,1,99.0,51.65,0.0,5.0,103.95,47.35
230,54,1986,2,799.0,321.04,10.0,5.0,1510.11,796.12
231,54,1885,3,999.0,459.48,0.0,5.0,3146.85,1618.56
232,54,1485,2,399.0,203.53,0.0,5.0,837.9,390.94
233,54,1943,3,399.0,168.24,0.0,5.0,1256.85,692.28
234,54,1425,3,699.0,290.47,0.0,5.0,2201.85,1225.59
235,54,1113,1,299.0,125.6,0.0,5.0,313.95,173.4
236,55,216,2,499.0,272.48,0.0,5.0,1047.9,453.04
237,55,1252,3,499.0,218.88,0.0,5.0,1571.85,840.36
238,55,1084,3,249.0,125.54,0.0,5.0,784.35,370.38
239,55,251,3,699.0,378.05,0.0,5.0,2201.85,962.85
240,55,869,1,999.0,486.48,10.0,5.0,944.06,412.62
241,56,476,2,99.0,41.6,0.0,5.0,207.9,114.8
242,56,445,1,299.0,163.05,10.0,5.0,282.56,106.05
243,56,232,2,249.0,116.41,0.0,5.0,522.9,265.18
244,56,575,1,499.0,215.32,0.0,5.0,523.95,283.68
245,56,956,1,249.0,120.02,0.0,5.0,261.45,128.98
246,57,499,3,249.0,132.0,0.0,5.0,784.35,351.0
247,57,159,1,899.0,483.1,10.0,5.0,849.56,326.0
248,57,1647,3,149.0,66.78,0.0,5.0,469.35,246.66
249,57,1945,1,99.0,54.26,0.0,5.0,103.95,44.74
250,57,1509,2,299.0,138.27,0.0,5.0,627.9,321.46
251,58,473,3,79.0,33.64,0.0,5.0,248.85,136.08
252,58,980,2,399.0,169.14,0.0,5.0,837.9,459.72
253,58,1283,2,899.0,481.59,0.0,5.0,1887.9,834.82
254,59,1626,3,699.0,351.66,0.0,5.0,2201.85,1042.02
255,59,257,2,799.0,340.04,0.0,5.0,1677.9,917.92
256,59,1440,1,599.0,321.61,0.0,5.0,628.95,277.39
257,59,1706,2,799.0,364.7,0.0,5.0,1677.9,868.6
258,60,1884,2,299.0,157.18,0.0,5.0,627.9,283.64
259,60,1288,2,499.0,250.24,0.0,5.0,1047.9,497.52
260,60,1174,2,299.0,163.43,10.0,5.0,565.11,211.34
261,60,340,1,499.0,236.35,0.0,5.0,523.95,262.65
262,60,1305,2,899.0,460.69,0.0,5.0,1887.9,876.62
263,60,1798,1,149.0,61.87,0.0,5.0,156.45,87.13
264,60,1282,3,399.0,177.47,0.0,5.0,1256.85,664.59
265,61,153,2,399.0,202.22,0.0,5.0,837.9,393.56
266,61,14,3,599.0,317.22,0.0,5.0,1886.85,845.34
267,61,1769,2,199.0,80.02,0.0,5.0,417.9,237.96
268,61,116,3,899.0,489.78,0.0,5.0,2831.85,1227.66
269,61,1347,2,399.0,177.25,10.0,5.0,754.11,363.7
270,62,1683,3,299.0,148.09,0.0,5.0,941.85,452.73
271,62,1643,2,199.0,91.46,0.0,5.0,417.9,215.08
272,62,2,1,899.0,460.86,0.0,5.0,943.95,438.14
273,63,501,3,79.0,37.38,0.0,5.0,248.85,124.86
274,63,1272,3,249.0,123.88,0.0,5.0,784.35,375.36
275,63,441,3,199.0,89.5,0.0,5.0,626.85,328.5
276,63,1538,2,299.0,125.57,0.0,5.0,627.9,346.86
277,64,106,2,249.0,104.49,10.0,5.0,470.61,239.22
278,64,1012,1,249.0,126.13,0.0,5.0,261.45,122.87
279,64,1019,3,499.0,213.12,0.0,5.0,1571.85,857.64
280,64,373,3,499.0,244.27,0.0,5.0,1571.85,764.19
281,64,1937,3,199.0,82.92,0.0,5.0,626.85,348.24
282,64,97,3,149.0,75.24,0.0,5.0,469.35,221.28
283,64,1934,2,599.0,281.11,0.0,5.0,1257.9,635.78
284,65,76,2,149.0,66.8,0.0,5.0,312.9,164.4
285,65,1457,1,249.0,121.04,0.0,5.0,261.45,127.96
286,66,146,3,999.0,400.02,0.0,5.0,3146.85,1796.94
287,66,1087,3,99.0,51.24,0.0,5.0,311.85,143.28
288,66,1051,2,799.0,342.64,0.0,5.0,1677.9,912.72
289,66,892,2,249.0,114.19,0.0,5.0,522.9,269.62
290,67,1581,1,199.0,85.1,0.0,5.0,208.95,113.9
291,67,1854,2,299.0,141.17,0.0,5.0,627.9,315.66
292,67,1083,1,99.0,47.11,0.0,5.0,103.95,51.89
293,67,1829,2,399.0,177.92,0.0,5.0,837.9,442.16
294,67,1350,1,499.0,214.86,0.0,5.0,523.95,284.14
295,67,439,3,499.0,270.52,0.0,5.0,1571.85,685.44
296,67,675,1,99.0,46.44,0.0,5.0,103.95,52.56
297,68,219,2,99.0,49.84,0.0,5.0,207.9,98.32
298,68,502,1,299.0,131.87,0.0,5.0,313.95,167.13
299,68,83,1,249.0,127.35,0.0,5.0,261.45,121.65
300,68,761,2,999.0,485.36,0.0,5.0,2097.9,1027.28
301,68,899,3,249.0,116.63,0.0,5.0,784.35,397.11
302,68,698,1,79.0,33.58,0.0,5.0,82.95,45.42
303,69,174,3,599.0,301.56,0.0,5.0,1886.85,892.32
304,69,531,3,299.0,140.19,0.0,5.0,941.85,476.43
305,69,1990,1,599.0,253.32,10.0,5.0,566.06,285.78
306,69,271,3,199.0,106.7,10.0,5.0,564.17,217.2
307,70,921,3,249.0,117.55,10.0,5.0,705.92,319.65
308,70,1484,1,249.0,119.48,0.0,5.0,261.45,129.52
309,70,1972,2,399.0,171.15,0.0,5.0,837.9,455.7
310,70,1244,3,499.0,270.79,0.0,5.0,1571.85,684.63
311,71,252,2,79.0,32.06,0.0,5.0,165.9,93.88
312,71,324,3,249.0,110.78,0.0,5.0,784.35,414.66
313,71,202,3,299.0,121.32,10.0,5.0,847.67,443.34
314,71,1424,1,699.0,377.94,0.0,5.0,733.95,321.06
315,72,550,2,499.0,250.75,0.0,5.0,1047.9,496.5
316,72,444,1,299.0,163.37,0.0,5.0,313.95,135.63
317,73,1805,1,899.0,366.08,0.0,5.0,943.95,532.92
318,73,684,2,499.0,266.86,10.0,5.0,943.11,364.48
319,74,1032,2,899.0,370.92,0.0,5.0,1887.9,1056.16
320,74,1075,3,399.0,166.21,0.0,5.0,1256.85,698.37
321,74,557,1,399.0,169.23,0.0,5.0,418.95,229.77
322,74,1921,2,999.0,401.94,0.0,5.0,2097.9,1194.12
323,74,179,2,199.0,99.93,0.0,5.0,417.9,198.14
324,75,409,1,599.0,321.89,0.0,5.0,628.95,277.11
325,75,169,2,79.0,34.21,0.0,5.0,165.9,89.58
326,75,1576,2,249.0,128.82,0.0,5.0,522.9,240.36
327,76,1019,1,499.0,213.12,0.0,5.0,523.95,285.88
328,76,1790,1,299.0,131.68,0.0,5.0,313.95,167.32
329,76,202,3,299.0,121.32,0.0,5.0,941.85,533.04
330,76,436,1,249.0,128.24,10.0,5.0,235.31,95.86
331,76,156,2,499.0,227.62,10.0,5.0,943.11,442.96
332,76,520,3,299.0,134.34,0.0,5.0,941.85,493.98
333,76,1710,2,399.0,189.52,0.0,5.0,837.9,418.96
334,77,631,3,599.0,246.43,10.0,5.0,1698.16,878.01
335,77,1831,3,199.0,95.7,0.0,5.0,626.85,309.9
336,77,665,2,699.0,305.8,0.0,5.0,1467.9,786.4
337,77,64,3,299.0,123.37,0.0,5.0,941.85,526.89
338,77,200,3,499.0,269.25,0.0,5.0,1571.85,689.25
339,78,1173,3,899.0,464.6,0.0,5.0,2831.85,1303.2
340,78,622,2,399.0,198.8,0.0,5.0,837.9,400.4
341,78,1490,3,599.0,326.71,10.0,5.0,1698.16,637.17
342,78,521,3,599.0,270.39,0.0,5.0,1886.85,985.83
343,78,1910,3,199.0,108.27,0.0,5.0,626.85,272.19
344,78,403,3,299.0,131.23,0.0,5.0,941.85,503.31
345,79,480,3,199.0,87.05,10.0,5.0,564.17,276.15
346,79,1910,3,199.0,108.27,10.0,5.0,564.17,212.49
347,80,1069,3,699.0,321.75,10.0,5.0,1981.66,922.05
348,80,735,2,249.0,120.42,0.0,5.0,522.9,257.16
349,81,948,3,699.0,352.47,10.0,5.0,1981.66,829.89
350,81,562,1,79.0,32.96,0.0,5.0,82.95,46.04
351,82,1208,1,399.0,196.69,10.0,5.0,377.06,162.41
352,82,1920,2,299.0,159.62,0.0,5.0,627.9,278.76
353,82,700,2,299.0,153.87,0.0,5.0,627.9,290.26
354,82,38,2,799.0,361.51,10.0,5.0,1510.11,715.18
355,82,1071,2,399.0,212.72,0.0,5.0,837.9,372.56
356,82,1795,3,599.0,258.92,0.0,5.0,1886.85,1020.24
357,83,1934,2,599.0,281.11,0.0,5.0,1257.9,635.78
358,83,575,3,499.0,215.32,0.0,5.0,1571.85,851.04
359,84,366,2,79.0,41.03,0.0,5.0,165.9,75.94
360,84,1168,3,699.0,303.46,0.0,5.0,2201.85,1186.62
361,84,1384,3,599.0,256.1,0.0,5.0,1886.85,1028.7
362,84,476,1,99.0,41.6,0.0,5.0,103.95,57.4
363,84,5,1,149.0,76.64,0.0,5.0,156.45,72.36
364,85,1805,2,899.0,366.08,0.0,5.0,1887.9,1065.84
365,85,475,2,599.0,310.91,0.0,5.0,1257.9,576.18
366,85,350,1,199.0,82.72,0.0,5.0,208.95,116.28
367,85,1603,3,499.0,213.33,0.0,5.0,1571.85,857.01
368,85,1734,2,249.0,111.88,0.0,5.0,522.9,274.24
369,85,683,2,599.0,319.73,0.0,5.0,1257.9,558.54
370,85,1030,2,199.0,82.29,0.0,5.0,417.9,233.42
371,86,563,1,249.0,114.01,10.0,5.0,235.31,110.09
372,86,182,2,249.0,122.57,0.0,5.0,522.9,252.86
373,86,442,1,199.0,80.25,0.0,5.0,208.95,118.75
374,86,1196,3,79.0,36.23,0.0,5.0,248.85,128.31
375,86,1203,3,599.0,266.69,0.0,5.0,1886.85,996.93
376,87,1665,1,199.0,89.25,0.0,5.0,208.95,109.75
377,87,1498,3,299.0,163.88,0.0,5.0,941.85,405.36
378,88,1904,2,999.0,474.26,0.0,5.0,2097.9,1049.48
379,88,265,2,699.0,365.41,0.0,5.0,1467.9,667.18
380,88,1466,2,399.0,202.94,0.0,5.0,837.9,392.12
381,88,1686,1,599.0,280.96,0.0,5.0,628.95,318.04
382,88,1548,3,199.0,80.56,10.0,5.0,564.17,295.62
383,88,1882,2,899.0,380.5,0.0,5.0,1887.9,1037.0
384,88,1746,3,299.0,150.25,0.0,5.0,941.85,446.25
385,89,1845,1,699.0,292.84,0.0,5.0,733.95,406.16
386,89,676,1,499.0,269.68,10.0,5.0,471.56,179.42
387,89,858,1,249.0,104.11,0.0,5.0,261.45,144.89
388,89,381,2,199.0,80.97,10.0,5.0,376.11,196.26
389,89,875,2,399.0,213.8,0.0,5.0,837.9,370.4
390,89,1229,3,299.0,142.86,0.0,5.0,941.85,468.42
391,89,302,3,599.0,247.91,0.0,5.0,1886.85,1053.27
392,90,1150,3,249.0,100.38,0.0,5.0,784.35,445.86
393,90,765,3,799.0,406.38,0.0,5.0,2516.85,1177.86
394,90,241,1,599.0,304.14,0.0,5.0,628.95,294.86
395,90,755,1,799.0,354.21,0.0,5.0,838.95,444.79
396,91,438,2,299.0,127.5,0.0,5.0,627.9,343.0
397,91,862,3,199.0,107.6,0.0,5.0,626.85,274.2
398,91,221,2,399.0,216.62,0.0,5.0,837.9,364.76
399,91,639,3,79.0,39.59,10.0,5.0,223.97,94.53
400,92,1749,2,249.0,135.15,0.0,5.0,522.9,227.7
401,92,1433,2,799.0,340.42,10.0,5.0,1510.11,757.36
402,92,839,1,299.0,163.53,0.0,5.0,313.95,135.47
403,92,1938,3,599.0,243.05,0.0,5.0,1886.85,1067.85
404,93,732,3,299.0,138.73,0.0,5.0,941.85,480.81
405,93,325,1,599.0,307.49,0.0,5.0,628.95,291.51
406,94,841,3,199.0,81.78,0.0,5.0,626.85,351.66
407,94,1413,2,499.0,211.92,0.0,5.0,1047.9,574.16
408,94,777,3,499.0,230.58,0.0,5.0,1571.85,805.26
409,94,127,1,599.0,290.99,0.0,5.0,628.95,308.01
410,95,1082,2,249.0,118.23,0.0,5.0,522.9,261.54
411,95,1943,3,399.0,168.24,0.0,5.0,1256.85,692.28
412,95,1942,2,499.0,225.43,0.0,5.0,1047.9,547.14
413,95,1263,3,199.0,88.3,10.0,5.0,564.17,272.4
414,95,997,1,499.0,223.08,0.0,5.0,523.95,275.92
415,96,813,2,199.0,96.85,0.0,5.0,417.9,204.3
416,96,1348,2,299.0,131.08,0.0,5.0,627.9,335.84
417,96,1114,3,899.0,480.33,0.0,5.0,2831.85,1256.01
418,96,316,2,149.0,59.98,0.0,5.0,312.9,178.04
419,96,1815,1,499.0,213.19,0.0,5.0,523.95,285.81
420,96,237,3,199.0,104.23,0.0,5.0,626.85,284.31
421,96,1971,2,249.0,129.6,0.0,5.0,522.9,238.8
