OrderID,CustomerID,StoreID,EmployeeID,OrderDate,PaymentMethod,Status,TotalAmount,DiscountAmount,TaxAmount
46,2497,19,46,2024-09-27 18:42:00,Debit Card,Cancelled,3977.82,154.6,189.42
47,1867,7,33,2024-11-28 14:00:00,Credit Card,Cancelled,1464.75,0.0,69.75
48,9066,2,17,2026-02-14 17:53:00,Credit Card,Completed,4098.26,89.9,195.16
49,3857,20,14,2024-01-27 19:00:00,Cash,Completed,2935.8,0.0,139.8
50,1268,13,47,2026-03-27 15:39:00,UPI,Completed,3144.75,0.0,149.75
51,7772,7,2,2024-05-07 19:11:00,Credit Card,Completed,1149.75,0.0,54.75
52,2833,10,22,2024-03-26 15:41:00,UPI,Cancelled,2139.06,159.8,101.86
53,5905,10,22,2025-09-23 18:28:00,Credit Card,Completed,778.26,15.8,37.06
54,3585,17,31,2025-07-09 16:51:00,UPI,Cancelled,9371.46,159.8,446.26
55,130,9,49,2024-10-20 10:33:00,Cash,Completed,6550.01,99.9,311.91
56,770,9,49,2024-01-14 20:57:00,UPI,Completed,1798.76,29.9,85.66
57,5826,7,2,2025-06-15 19:26:00,Cash,Completed,2835.11,89.9,135.0
58,4851,9,49,2025-10-22 22:00:00,Credit Card,Completed,2974.65,0.0,141.65
59,7102,7,33,2026-05-22 20:45:00,Credit Card,Completed,6186.6,0.0,294.6
60,9278,14,20,2026-06-16 14:22:00,Credit Card,Cancelled,6066.06,59.8,288.86
61,2994,16,24,2025-07-20 14:34:00,Debit Card,Completed,6728.61,79.8,320.41
62,3473,3,27,2024-06-08 18:22:00,Debit Card,Completed,2303.7,0.0,109.7
63,3216,14,20,2024-04-01 15:00:00,Debit Card,Completed,2287.95,0.0,108.95
64,88,10,22,2025-03-07 14:40:00,Credit Card,Completed,6229.86,49.8,296.66
65,6392,20,1,2024-01-27 14:56:00,Credit Card,Completed,574.35,0.0,27.35
66,5087,20,14,2024-02-11 10:23:00,UPI,Completed,5659.5,0.0,269.5
67,6058,1,6,2025-06-29 11:18:00,Debit Card,Cancelled,3978.45,0.0,189.45
68,7335,15,13,2025-07-26 11:03:00,Debit Card,Cancelled,3748.5,0.0,178.5
69,3351,19,46,2024-07-20 18:57:00,UPI,Completed,3958.92,119.6,188.52
70,152,14,20,2024-12-04 13:14:00,UPI,Completed,3377.11,74.7,160.81
71,6078,7,7,2026-04-18 12:12:00,UPI,Completed,2531.86,89.7,120.57
72,6314,16,24,2024-03-01 19:00:00,Credit Card,Completed,1361.85,0.0,64.85
73,410,18,11,2024-08-29 12:40:00,UPI,Completed,1887.06,99.8,89.86
74,8366,14,20,2024-08-10 15:00:00,UPI,Completed,6079.5,0.0,289.5
75,1279,13,30,2024-11-06 14:31:00,Debit Card,Completed,1317.75,0.0,62.75
76,4806,11,16,2025-04-22 10:53:00,Cash,Completed,4737.91,124.7,225.62
77,979,19,46,2024-11-08 20:51:00,UPI,Completed,6306.61,179.7,300.31
78,1196,20,14,2026-03-19 17:00:00,Debit Card,Completed,8823.47,179.7,420.17
79,5081,6,15,2026-01-19 21:00:00,Debit Card,Cancelled,1128.33,119.4,53.73
80,5471,4,34,2025-03-19 21:00:00,Cash,Completed,2504.57,209.7,119.27
81,2949,9,49,2024-12-30 11:15:00,Credit Card,Completed,2064.61,209.7,98.32
82,7096,9,49,2024-05-11 15:47:00,UPI,Completed,5867.72,199.7,279.42
83,5807,5,25,2024-05-27 20:29:00,Credit Card,Completed,2829.75,0.0,134.75
84,7228,15,13,2025-01-03 22:29:00,Debit Card,Cancelled,4515.0,0.0,215.0
85,9786,7,7,2025-08-15 16:13:00,UPI,Completed,7125.3,0.0,339.3
86,4388,11,28,2025-06-02 13:48:00,Credit Card,Completed,3102.85,24.9,147.76
87,2528,19,46,2024-04-09 11:57:00,Credit Card,Completed,1150.8,0.0,54.8
88,9686,5,10,2025-03-21 16:46:00,UPI,Cancelled,8426.57,59.7,401.27
89,5351,14,20,2024-01-09 16:10:00,UPI,Completed,5509.66,89.7,262.37
90,9696,1,6,2025-11-12 18:19:00,UPI,Completed,4769.1,0.0,227.1
91,4488,7,7,2025-08-20 19:01:00,UPI,Completed,2316.62,23.7,110.32
92,7889,17,50,2026-03-17 13:48:00,UPI,Completed,4233.81,159.8,201.61
93,6766,14,20,2025-07-15 16:25:00,UPI,Cancelled,1570.8,0.0,74.8
94,7241,14,20,2025-12-10 22:00:00,UPI,Completed,3875.55,0.0,184.55
95,7798,20,14,2026-06-06 12:26:00,UPI,Completed,3915.77,59.7,186.47
96,2308,18,11,2024-01-04 18:28:00,UPI,Completed,5864.25,0.0,279.25
97,8071,15,13,2024-07-03 16:00:00,UPI,Completed,5556.6,0.0,264.6
98,4255,12,18,2026-06-03 16:55:00,UPI,Completed,3774.75,0.0,179.75
99,5210,6,21,2025-12-13 16:27:00,Credit Card,Completed,5660.55,0.0,269.55
100,1268,15,13,2025-11-15 13:59:00,Credit Card,Completed,5314.47,179.6,253.07
101,8574,9,49,2024-12-14 11:41:00,Cash,Completed,4558.89,449.2,217.09
102,8069,13,40,2024-02-23 13:38:00,UPI,Completed,8176.35,0.0,389.35
103,5832,12,18,2024-02-10 18:25:00,UPI,Completed,6122.65,59.9,291.56
104,6499,6,15,2025-06-02 20:01:00,Debit Card,Completed,13619.86,209.7,648.57
105,6852,6,15,2024-11-11 13:40:00,Debit Card,Completed,5490.55,9.9,261.46
106,4914,17,41,2024-02-18 20:45:00,UPI,Completed,6654.9,0.0,316.9
107,2940,1,8,2025-01-07 18:03:00,Credit Card,Completed,5930.5,39.9,282.4
108,3822,9,49,2025-09-25 12:03:00,Credit Card,Completed,8174.56,149.7,389.26
109,5081,11,28,2024-03-03 16:17:00,Credit Card,Completed,5340.3,0.0,254.3
110,312,1,6,2026-02-28 15:44:00,Credit Card,Completed,6548.85,0.0,311.85
111,3266,15,13,2026-05-17 11:20:00,Cash,Cancelled,6506.85,0.0,309.85
112,9908,7,2,2026-03-31 14:19:00,Debit Card,Completed,5583.9,0.0,265.9
113,9194,18,11,2024-06-08 15:41:00,UPI,Completed,5031.6,0.0,239.6
114,7914,18,48,2025-06-09 15:00:00,Cash,Completed,3960.81,119.8,188.61
115,4346,12,18,2024-06-10 10:14:00,Debit Card,Completed,7495.0,49.9,356.9
116,8722,7,33,2026-06-08 12:05:00,UPI,Completed,2764.65,0.0,131.65
117,4730,7,7,2026-02-16 10:20:00,Credit Card,Completed,6852.3,0.0,326.3
118,6407,2,43,2024-09-14 18:21:00,UPI,Completed,4629.97,229.5,220.48
119,5725,5,25,2025-06-02 19:14:00,Debit Card,Completed,1224.4,29.9,58.31
120,2962,4,34,2025-08-03 15:54:00,UPI,Completed,4315.6,29.9,205.5
121,4375,15,13,2025-07-06 14:52:00,UPI,Completed,4899.61,74.7,233.32
122,9118,20,14,2026-01-16 20:56:00,UPI,Completed,1159.62,89.6,55.22
123,3424,16,24,2024-02-08 19:52:00,Debit Card,Completed,5658.45,0.0,269.45
124,4366,5,25,2025-09-23 14:07:00,UPI,Completed,1713.6,0.0,81.6
125,1218,8,38,2024-09-28 17:38:00,UPI,Completed,3978.45,0.0,189.45
126,1095,12,18,2024-07-07 10:44:00,UPI,Completed,8949.25,14.9,426.15
127,380,18,11,2025-09-27 10:13:00,UPI,Completed,8107.68,314.4,386.08
128,1433,2,17,2024-09-30 12:36:00,Debit Card,Completed,6814.5,0.0,324.5
129,5719,20,1,2025-05-11 14:49:00,Credit Card,Cancelled,4608.45,0.0,219.45
130,8266,16,24,2025-04-08 16:13:00,Debit Card,Completed,2587.41,179.8,123.21
131,610,13,40,2026-04-23 22:00:00,Debit Card,Completed,5030.55,0.0,239.55
132,2919,7,33,2024-04-25 19:27:00,Credit Card,Completed,8961.75,0.0,426.75
133,9583,4,34,2025-07-06 21:32:00,UPI,Completed,2828.7,0.0,134.7
134,1790,2,43,2025-09-15 20:50:00,Credit Card,Completed,4793.35,24.9,228.25
135,2964,7,33,2025-02-16 22:43:00,Credit Card,Completed,3813.91,59.7,181.62
136,9809,3,27,2025-07-25 15:35:00,Credit Card,Cancelled,5533.81,119.7,263.51
137,3302,4,34,2024-09-08 21:14:00,UPI,Cancelled,6517.88,179.5,310.38
138,2858,19,46,2024-08-31 10:26:00,Debit Card,Completed,4716.6,0.0,224.6
139,4651,8,35,2026-01-01 11:00:00,UPI,Completed,5175.77,209.7,246.47
140,1208,15,13,2025-01-04 18:31:00,UPI,Completed,3456.6,0.0,164.6
141,6982,1,45,2024-10-17 21:12:00,Debit Card,Completed,9013.2,0.0,429.2
142,100,9,49,2024-09-12 13:00:00,Cash,Completed,6236.58,194.4,296.98
143,8007,14,20,2026-04-05 11:07:00,Debit Card,Completed,5290.95,0.0,251.95
144,8773,10,22,2025-04-17 21:08:00,Credit Card,Completed,3505.95,0.0,166.95
145,5107,18,48,2026-04-15 16:38:00,Cash,Completed,3205.86,39.8,152.66
146,2133,9,49,2024-05-28 14:41:00,Debit Card,Completed,6583.08,449.4,313.48
147,1453,12,18,2024-04-12 10:04:00,Credit Card,Completed,5555.55,0.0,264.55
148,6418,5,10,2025-09-14 17:53:00,UPI,Cancelled,5239.5,0.0,249.5
149,2501,11,28,2026-04-01 17:57:00,UPI,Cancelled,4831.15,89.9,230.06
150,6458,18,11,2024-10-24 22:39:00,Credit Card,Completed,2012.01,79.8,95.81
151,2840,3,27,2025-04-28 16:28:00,Debit Card,Completed,5555.55,0.0,264.55
152,7891,2,36,2024-03-03 13:24:00,Credit Card,Cancelled,5869.5,0.0,279.5
153,4583,18,48,2026-06-19 14:11:00,UPI,Completed,2763.6,0.0,131.6
154,5004,9,49,2024-04-24 19:11:00,Cash,Completed,2748.16,74.7,130.87
155,4886,5,25,2026-01-15 20:04:00,UPI,Completed,2985.15,0.0,142.15
156,4415,1,45,2024-07-11 18:45:00,Debit Card,Completed,7451.01,139.8,354.81
157,7698,10,22,2025-09-30 17:04:00,UPI,Completed,4824.75,0.0,229.75
158,9634,15,13,2025-10-08 17:00:00,UPI,Completed,4774.45,89.9,227.35
159,2549,1,42,2024-02-10 14:46:00,Cash,Completed,4286.2,9.9,204.11
160,7301,8,5,2025-08-01 17:34:00,UPI,Completed,4717.65,0.0,224.65
161,3024,2,43,2025-04-19 21:20:00,UPI,Completed,3896.03,179.5,185.53
162,1270,9,49,2024-08-06 17:49:00,UPI,Completed,4192.97,29.7,199.66
163,5246,1,8,2025-10-06 19:29:00,Credit Card,Completed,3768.55,79.9,179.46
164,7172,19,46,2025-12-01 10:32:00,Cash,Completed,7623.32,74.7,363.01
165,6145,4,34,2024-02-22 12:09:00,UPI,Completed,2837.31,39.8,135.11
166,3782,6,21,2024-07-28 21:00:00,Credit Card,Completed,2284.8,0.0,108.8
167,4118,5,25,2024-01-11 10:48:00,Credit Card,Completed,5052.91,179.7,240.62
168,9739,19,46,2026-03-24 16:01:00,UPI,Completed,4044.07,339.5,192.58
169,8784,14,20,2024-05-03 16:00:00,UPI,Completed,3669.75,0.0,174.75
170,6215,11,16,2025-10-21 16:57:00,Cash,Completed,1727.25,0.0,82.25
171,3549,4,34,2026-02-21 13:00:00,UPI,Completed,4613.7,0.0,219.7
172,2691,5,25,2024-10-03 14:24:00,Credit Card,Completed,9120.3,0.0,434.3
173,9187,9,49,2025-08-26 16:29:00,Credit Card,Completed,5344.5,0.0,254.5
174,6981,10,3,2026-03-21 21:01:00,Debit Card,Completed,2519.37,39.6,119.97
175,8727,12,18,2024-11-22 11:19:00,Debit Card,Completed,5764.5,0.0,274.5
176,9042,3,27,2025-02-03 17:46:00,Credit Card,Completed,1256.85,0.0,59.85
177,6980,2,37,2024-02-17 16:00:00,UPI,Completed,5188.05,0.0,247.05
178,7085,7,44,2024-09-11 18:20:00,Credit Card,Completed,2301.6,0.0,109.6
179,3939,19,46,2024-02-03 16:29:00,UPI,Completed,5189.1,0.0,247.1
180,3974,5,32,2026-04-02 12:50:00,Debit Card,Completed,6711.6,0.0,319.6
181,4564,9,49,2025-08-02 11:30:00,UPI,Cancelled,1697.22,179.6,80.82
182,7920,18,48,2025-08-14 17:50:00,UPI,Completed,4089.75,0.0,194.75
183,3362,5,10,2025-01-01 21:53:00,Debit Card,Completed,4188.45,0.0,199.45
184,6851,16,24,2025-07-02 14:59:00,Credit Card,Completed,6656.06,49.9,316.95
185,5704,2,37,2024-08-22 14:53:00,UPI,Completed,2225.05,24.9,105.96
186,9384,17,50,2026-05-14 11:13:00,UPI,Completed,2031.02,59.7,96.72
187,8703,8,5,2024-11-20 22:11:00,Debit Card,Completed,2200.8,0.0,104.8
188,4903,12,18,2026-01-23 18:22:00,UPI,Completed,4842.91,107.7,230.62
189,3325,11,28,2024-05-10 11:50:00,UPI,Completed,4086.81,99.8,194.61
190,5428,14,20,2025-04-07 13:53:00,UPI,Completed,4808.27,209.7,228.97
191,3785,8,38,2025-09-20 14:31:00,Credit Card,Completed,3730.12,134.5,177.63
192,977,15,13,2025-12-10 18:33:00,Credit Card,Completed,2613.77,54.7,124.47
193,7536,11,16,2026-01-05 13:39:00,Credit Card,Completed,7807.8,0.0,371.8
194,9408,18,48,2024-05-13 17:00:00,Cash,Completed,6291.91,299.7,299.62
195,9072,20,14,2024-11-27 14:19:00,Cash,Completed,3299.1,0.0,157.1
196,1480,4,34,2025-07-27 18:21:00,UPI,Completed,6915.61,299.7,329.31
197,89,2,17,2024-02-07 13:44:00,Debit Card,Completed,1361.85,0.0,64.85
198,786,1,6,2024-02-24 13:04:00,UPI,Completed,3396.01,59.7,161.72
199,4609,15,13,2025-01-26 22:10:00,UPI,Completed,6998.35,24.9,333.25
200,884,12,18,2024-01-05 17:07:00,UPI,Completed,7380.56,59.9,351.46
201,6071,5,10,2025-01-08 12:43:00,Credit Card,Completed,2934.75,0.0,139.75
202,3952,20,1,2026-03-23 19:03:00,UPI,Cancelled,1151.85,0.0,54.85
203,1613,16,24,2026-05-27 13:16:00,UPI,Completed,9878.72,74.7,470.42
204,9695,14,20,2025-12-16 14:36:00,UPI,Completed,7871.11,239.7,374.81
205,8305,5,10,2026-04-19 17:43:00,Credit Card,Completed,5018.27,59.7,238.97
206,5614,19,46,2025-11-25 19:00:00,UPI,Completed,3431.72,74.7,163.42
207,9347,3,9,2026-01-08 17:55:00,Debit Card,Completed,5272.36,269.7,251.07
208,5360,1,45,2025-09-18 20:37:00,Debit Card,Completed,7761.6,0.0,369.6
209,321,2,43,2025-08-09 16:16:00,Cash,Completed,1939.46,49.9,92.36
210,7418,1,6,2026-02-27 20:18:00,UPI,Completed,3981.6,0.0,189.6
211,8201,15,13,2025-01-26 12:25:00,Debit Card,Completed,7966.35,0.0,379.35
212,6425,18,48,2025-06-23 10:56:00,UPI,Completed,9256.8,0.0,440.8
213,5695,17,31,2024-06-20 14:18:00,UPI,Completed,8051.93,419.5,383.43
214,6279,9,49,2026-04-08 21:09:00,Cash,Completed,1655.96,19.9,78.86
215,4527,6,21,2024-04-17 15:15:00,Debit Card,Completed,3460.8,0.0,164.8
216,4414,7,2,2026-06-20 11:14:00,Credit Card,Cancelled,889.35,0.0,42.35
217,1024,3,27,2024-06-25 12:32:00,UPI,Completed,1622.25,0.0,77.25
218,5209,1,42,2025-03-26 18:08:00,Cash,Completed,2546.78,269.5,121.28
219,7090,16,24,2025-09-25 19:35:00,Debit Card,Completed,4191.6,0.0,199.6
220,7512,16,24,2024-10-20 15:28:00,UPI,Completed,2758.45,14.9,131.36
221,6007,3,27,2026-03-09 19:27:00,Debit Card,Completed,4433.73,269.4,211.13
222,1055,8,35,2025-09-26 21:12:00,Credit Card,Completed,8380.05,0.0,399.05
223,8513,18,11,2024-04-08 19:59:00,Cash,Completed,1569.75,0.0,74.75
224,4486,9,49,2025-10-09 14:00:00,UPI,Completed,2724.75,0.0,129.75
225,6511,15,13,2025-02-24 11:07:00,UPI,Completed,3984.75,0.0,189.75
226,5963,16,24,2025-05-30 19:48:00,Credit Card,Completed,4796.93,219.5,228.43
227,6667,5,10,2025-02-23 16:53:00,Cash,Completed,889.35,0.0,42.35
228,8273,17,50,2026-02-08 19:15:00,UPI,Completed,5449.5,0.0,259.5
229,1904,19,46,2024-03-06 13:50:00,Credit Card,Completed,3195.36,99.8,152.16
230,5815,14,20,2025-09-05 21:46:00,UPI,Completed,2406.81,49.8,114.61
231,8966,10,3,2026-04-13 16:21:00,Cash,Completed,4345.01,39.9,206.91
232,8324,7,33,2024-12-24 20:46:00,Debit Card,Completed,5240.55,0.0,249.55
233,3705,20,14,2026-04-29 20:28:00,Credit Card,Completed,2671.41,99.8,127.21
234,8196,14,20,2025-06-16 12:12:00,Cash,Completed,7169.92,309.5,341.43
235,8532,4,34,2024-07-05 10:43:00,UPI,Completed,6590.85,0.0,313.85
236,4228,11,16,2026-05-19 21:03:00,Cash,Cancelled,3773.7,0.0,179.7
237,7307,7,2,2026-02-23 11:27:00,UPI,Completed,9086.91,79.8,432.71
238,1136,2,36,2024-04-21 19:38:00,Credit Card,Completed,2604.0,0.0,124.0
239,9090,13,19,2024-04-18 10:05:00,Cash,Cancelled,2043.51,49.8,97.31
240,9610,18,11,2025-08-31 16:44:00,Credit Card,Completed,1979.46,15.8,94.26
241,8934,19,46,2026-05-19 20:18:00,UPI,Completed,1781.85,0.0,84.85
242,4809,3,27,2025-10-11 12:29:00,Cash,Completed,8614.41,179.8,410.21
243,1732,17,31,2024-12-01 12:33:00,UPI,Completed,1571.85,0.0,74.85
244,2450,10,3,2024-03-23 16:55:00,Cash,Completed,1883.7,0.0,89.7
245,7035,3,9,2025-06-17 16:10:00,UPI,Completed,9937.51,299.7,473.21
246,1863,20,14,2026-01-24 20:47:00,Credit Card,Completed,9437.72,299.7,449.42
247,7606,7,44,2026-01-23 16:00:00,Cash,Completed,889.35,0.0,42.35
248,8210,14,20,2026-01-23 21:00:00,UPI,Cancelled,7279.86,15.8,346.66
249,6423,9,49,2025-11-06 14:02:00,UPI,Completed,3355.8,0.0,159.8
250,5459,13,40,2026-06-24 18:40:00,UPI,Cancelled,7368.06,159.8,350.86
251,3386,1,45,2024-01-11 21:14:00,UPI,Completed,8772.96,79.8,417.76
252,8040,7,44,2024-12-14 14:59:00,UPI,Completed,9403.07,179.7,447.77
253,4641,2,36,2025-09-26 19:00:00,Credit Card,Completed,4684.47,234.6,223.07
254,1533,7,33,2025-01-12 11:58:00,UPI,Cancelled,5000.42,74.7,238.12
255,8970,13,19,2025-02-06 20:25:00,Cash,Completed,1832.25,0.0,87.25
256,3161,13,30,2026-02-20 11:35:00,UPI,Completed,4824.75,0.0,229.75
257,9637,4,34,2025-03-05 16:06:00,Cash,Completed,6100.6,29.9,290.5
258,5967,2,43,2024-03-25 18:14:00,UPI,Completed,4770.46,44.7,227.17
259,1224,7,7,2026-03-25 14:50:00,UPI,Completed,817.01,69.9,38.91
260,1594,14,20,2024-08-04 21:16:00,UPI,Completed,8069.25,0.0,384.25
261,4485,10,3,2025-12-26 14:13:00,UPI,Completed,5559.01,44.7,264.71
262,6566,10,22,2025-01-08 10:30:00,UPI,Cancelled,1309.46,49.9,62.36
263,7130,5,32,2025-06-11 14:17:00,Debit Card,Completed,2093.7,0.0,99.7
264,3772,7,7,2025-09-25 16:05:00,Debit Card,Cancelled,993.3,0.0,47.3
265,4808,15,13,2025-06-25 10:00:00,UPI,Cancelled,4972.8,0.0,236.8
266,387,18,48,2025-02-16 16:27:00,UPI,Completed,5655.3,0.0,269.3
267,5709,4,34,2025-04-21 11:38:00,Debit Card,Completed,1674.75,0.0,79.75
268,4981,17,39,2024-10-13 13:00:00,UPI,Completed,2620.8,0.0,124.8
269,6301,19,46,2024-01-15 13:23:00,UPI,Completed,6117.4,59.9,291.31
270,4383,16,24,2026-06-20 11:54:00,Cash,Completed,2346.12,209.6,111.72
271,6664,3,27,2024-08-10 10:07:00,UPI,Cancelled,784.56,49.8,37.36
272,9745,17,39,2025-09-23 10:42:00,UPI,Completed,3475.71,29.8,165.51
273,1626,3,27,2026-01-03 13:13:00,UPI,Cancelled,479.85,0.0,22.85
274,3765,20,1,2024-08-13 22:30:00,UPI,Completed,5663.7,0.0,269.7
275,8242,7,33,2025-07-09 17:19:00,Credit Card,Completed,1707.93,103.4,81.33
276,4517,19,46,2024-07-23 13:31:00,UPI,Completed,4755.45,0.0,226.45
277,1658,13,40,2026-02-06 15:56:00,UPI,Completed,6737.96,19.9,320.86
278,378,13,47,2025-08-04 10:17:00,Cash,Completed,9013.41,49.8,429.21
279,9008,1,6,2026-05-24 18:00:00,UPI,Completed,2736.4,89.9,130.31
280,3601,13,40,2026-06-09 19:47:00,UPI,Completed,323.5,7.9,15.41
281,9309,11,29,2025-04-18 21:39:00,Debit Card,Completed,5097.33,539.4,242.73
282,4398,19,46,2024-12-11 12:33:00,Credit Card,Completed,2992.81,179.7,142.51
283,3140,12,18,2025-07-05 17:37:00,Cash,Completed,2062.3,29.9,98.2
284,4961,14,20,2024-09-08 19:54:00,Credit Card,Completed,3281.36,69.9,156.25
285,4022,13,19,2025-04-30 20:12:00,Credit Card,Completed,2245.32,93.6,106.92
286,794,10,22,2025-09-13 14:47:00,UPI,Completed,3144.75,0.0,149.75
287,3182,8,38,2024-11-29 17:20:00,UPI,Completed,3529.37,89.7,168.07
288,9470,9,49,2025-07-04 17:33:00,Cash,Cancelled,605.95,19.9,28.86
289,8553,12,18,2024-08-04 13:27:00,Cash,Completed,4315.71,79.8,205.51
290,4220,7,33,2025-04-13 15:35:00,UPI,Completed,2659.97,44.7,126.67
291,9415,4,34,2024-12-27 11:00:00,Cash,Cancelled,6307.88,279.5,300.38
292,9977,7,7,2026-04-23 11:53:00,UPI,Completed,6408.47,134.7,305.17
293,8471,3,27,2026-04-18 14:43:00,Debit Card,Completed,3499.76,59.9,166.66
294,5447,9,49,2024-06-01 22:32:00,UPI,Cancelled,4893.11,79.9,233.01
295,8617,1,42,2024-04-18 11:19:00,UPI,Completed,3161.76,29.8,150.56
296,3033,9,49,2026-04-30 20:22:00,UPI,Cancelled,733.0,49.9,34.91
297,9351,12,18,2024-05-29 11:20:00,UPI,Cancelled,4476.36,29.8,213.16
298,6000,19,46,2025-06-02 14:07:00,UPI,Completed,6418.44,224.2,305.64
299,5617,5,32,2025-04-06 16:52:00,Credit Card,Completed,3751.75,19.9,178.66
300,6246,18,48,2024-03-23 19:56:00,Credit Card,Cancelled,6812.4,0.0,324.4
301,7116,16,24,2024-11-13 19:48:00,UPI,Completed,4841.86,179.7,230.57
302,357,13,30,2024-03-29 19:09:00,Debit Card,Completed,3144.75,0.0,149.75
303,9691,18,11,2026-05-23 15:37:00,UPI,Completed,4398.45,0.0,209.45
304,5114,4,34,2024-12-26 21:00:00,Debit Card,Completed,5175.45,0.0,246.45
305,3566,8,38,2024-02-12 20:45:00,UPI,Completed,7375.51,209.7,351.22
306,443,1,45,2026-01-09 10:41:00,Cash,Completed,2484.4,29.9,118.31
307,6249,7,2,2024-07-01 22:56:00,Credit Card,Completed,3661.35,0.0,174.35
308,2445,3,9,2024-12-31 18:34:00,Cash,Completed,5555.55,0.0,264.55
309,5994,1,6,2026-01-05 19:33:00,UPI,Completed,7968.45,0.0,379.45
310,5135,9,49,2025-06-21 10:27:00,UPI,Cancelled,4454.1,0.0,212.1
311,2958,14,20,2026-01-08 12:48:00,Credit Card,Completed,938.7,0.0,44.7
312,211,20,14,2024-01-14 17:40:00,Debit Card,Completed,1525.86,39.8,72.66
313,9701,9,49,2025-11-17 10:38:00,UPI,Completed,4525.71,179.8,215.51
314,9547,18,11,2024-11-08 18:37:00,UPI,Completed,2724.75,0.0,129.75
315,410,6,15,2026-04-23 20:07:00,UPI,Completed,4715.55,0.0,224.55
316,8001,7,33,2026-05-16 16:58:00,Credit Card,Completed,2620.8,0.0,124.8
