OrderID,CustomerID,StoreID,EmployeeID,OrderDate,PaymentMethod,Status,TotalAmount,DiscountAmount,TaxAmount
54,687,3,1,2025-11-27 16:38:00,Gift Card,Completed,1622.02,118.4,77.24
55,8155,10,28,2025-03-26 16:15:00,Credit Card,Completed,5776.53,304.88,275.07
56,8183,2,46,2024-08-08 17:08:00,PayPal,Cancelled,1923.12,0.0,91.58
57,4787,8,47,2025-08-29 15:49:00,PayPal,Cancelled,3049.49,249.3,145.21
58,4929,5,37,2024-02-17 13:38:00,Gift Card,Completed,4102.76,650.31,195.37
59,7077,18,40,2025-02-28 09:44:00,UPI,Completed,6330.45,92.37,301.45
60,2459,12,6,2024-08-04 08:24:00,Cash,Completed,760.71,142.02,36.22
61,8275,17,42,2024-02-13 12:38:00,UPI,Completed,3993.22,824.17,190.15
62,4248,5,9,2026-02-16 12:30:00,Debit Card,Completed,3586.47,294.67,170.78
63,7809,1,32,2024-05-25 11:52:00,Debit Card,Completed,4263.72,370.16,203.03
64,4582,8,47,2026-02-09 18:00:00,Gift Card,Completed,5684.55,611.37,270.69
65,8207,4,23,2024-01-04 21:00:00,UPI,Completed,4865.82,754.4,231.71
66,5782,11,34,2026-03-05 16:21:00,Gift Card,Completed,3139.49,647.79,149.5
67,1071,7,20,2026-03-07 19:17:00,UPI,Completed,3033.8,21.6,144.47
68,731,4,23,2024-02-11 19:29:00,PayPal,Completed,1100.54,215.05,52.41
69,511,18,47,2026-04-03 19:14:00,Credit Card,Completed,4046.44,305.42,192.69
70,7606,11,17,2024-04-14 15:20:00,Debit Card,Completed,2848.46,17.73,135.64
71,9186,16,35,2024-09-30 08:42:00,PayPal,Completed,7318.01,402.95,348.48
72,8725,17,42,2024-03-15 14:46:00,Debit Card,Cancelled,2207.51,88.79,105.12
73,5668,12,3,2026-05-05 20:23:00,Gift Card,Cancelled,5416.79,273.91,257.94
74,1829,12,6,2025-12-08 14:33:00,Cash,Completed,2472.24,0.0,117.73
75,1742,1,32,2025-09-13 09:04:00,Credit Card,Cancelled,6529.92,238.18,310.95
76,4135,17,42,2026-01-27 19:18:00,Debit Card,Completed,5695.03,188.87,271.19
77,7491,3,1,2025-12-01 16:34:00,Credit Card,Completed,6480.49,23.1,308.59
78,7124,17,42,2024-08-07 20:58:00,Gift Card,Cancelled,6292.58,334.9,299.65
79,2304,16,35,2024-10-26 08:10:00,UPI,Completed,3905.23,150.36,185.96
80,1523,9,45,2025-11-06 16:33:00,UPI,Completed,4726.83,160.69,225.09
81,4670,14,10,2024-08-25 11:22:00,Cash,Completed,3944.23,0.0,187.82
82,9002,4,23,2024-04-27 21:56:00,Gift Card,Completed,5668.4,542.62,269.92
83,4244,4,15,2025-06-08 20:53:00,Debit Card,Completed,6341.04,965.45,301.95
84,3297,12,6,2025-05-22 09:11:00,Credit Card,Completed,3164.88,145.91,150.71
85,4329,10,28,2024-07-23 14:25:00,UPI,Completed,1899.88,306.33,90.47
86,9587,7,20,2025-09-19 19:56:00,Gift Card,Completed,3061.97,370.98,145.81
87,2188,14,26,2026-05-15 09:33:00,PayPal,Completed,7287.87,43.25,347.04
88,3054,5,9,2025-12-19 19:41:00,UPI,Completed,7750.75,534.77,369.08
89,2464,9,45,2025-08-12 14:42:00,Credit Card,Completed,1944.75,188.71,92.61
90,6861,8,47,2024-07-08 09:06:00,PayPal,Completed,11196.94,703.8,533.19
91,7346,20,43,2025-04-12 20:42:00,PayPal,Completed,8732.83,1046.11,415.85
92,7421,14,13,2025-09-30 14:24:00,Debit Card,Completed,1269.44,0.0,60.45
93,4518,4,15,2025-06-06 11:49:00,PayPal,Completed,2489.61,0.0,118.55
94,7687,20,29,2025-05-24 15:54:00,Gift Card,Completed,3195.98,100.4,152.19
95,6356,14,10,2025-12-16 21:00:00,Cash,Completed,7446.71,122.61,354.61
96,1940,6,50,2025-02-08 17:04:00,UPI,Completed,7349.24,291.77,349.96
97,5275,10,27,2024-06-07 08:48:00,PayPal,Completed,6273.65,623.09,298.75
98,1876,2,46,2024-03-22 15:36:00,UPI,Completed,8421.11,409.82,401.01
99,4259,11,50,2025-12-21 14:11:00,Credit Card,Completed,1230.75,285.57,58.61
100,1307,7,20,2025-12-12 13:00:00,Credit Card,Completed,4022.05,111.21,191.53
101,3140,4,23,2024-04-13 12:00:00,Debit Card,Completed,2747.64,211.88,130.84
102,1713,8,47,2025-03-08 12:27:00,PayPal,Completed,2903.2,425.13,138.25
103,421,7,20,2024-05-25 18:51:00,UPI,Completed,5958.84,585.19,283.75
104,8088,7,20,2025-06-10 08:55:00,Credit Card,Completed,2771.61,323.92,131.98
105,5119,10,19,2026-03-14 08:52:00,Cash,Completed,1970.4,98.35,93.83
106,3113,8,25,2025-07-29 15:33:00,Credit Card,Completed,1777.39,152.65,84.64
107,7969,8,5,2025-12-19 13:05:00,Cash,Completed,7059.17,780.73,336.15
108,6530,4,23,2024-10-07 08:14:00,Cash,Cancelled,5528.67,109.35,263.27
109,8018,7,20,2024-02-27 14:36:00,UPI,Completed,1995.4,283.04,95.02
110,9036,19,14,2024-05-14 17:32:00,Debit Card,Completed,6448.87,250.26,307.09
111,2024,5,41,2025-01-13 21:07:00,PayPal,Completed,1806.81,226.95,86.04
112,7748,17,42,2024-07-19 19:45:00,Cash,Completed,5763.65,435.26,274.46
113,1801,11,34,2026-04-08 14:30:00,Gift Card,Completed,1304.73,56.54,62.13
114,5317,6,17,2025-04-06 17:25:00,Cash,Cancelled,3948.84,231.84,188.04
115,9401,2,46,2024-09-03 17:50:00,PayPal,Completed,3973.05,273.77,189.19
116,8625,19,38,2024-01-19 10:58:00,Credit Card,Completed,4787.46,273.8,227.97
117,2240,12,6,2025-07-07 12:06:00,Gift Card,Completed,3365.25,397.39,160.25
118,2906,5,9,2024-05-11 18:52:00,Credit Card,Completed,2852.03,357.95,135.81
119,1534,1,32,2024-04-14 11:56:00,UPI,Completed,7674.65,0.0,365.46
120,7291,18,22,2025-03-10 19:40:00,Debit Card,Cancelled,2058.57,72.14,98.03
121,3913,3,1,2025-06-25 14:34:00,UPI,Completed,4516.2,158.25,215.06
122,545,3,1,2025-01-24 09:59:00,PayPal,Completed,2044.53,137.75,97.36
123,6389,15,7,2024-04-01 12:44:00,UPI,Completed,2211.22,384.36,105.3
124,5000,15,44,2024-08-06 10:15:00,UPI,Completed,2936.04,162.6,139.81
125,4729,13,12,2025-01-01 14:37:00,Debit Card,Completed,6726.7,789.8,320.32
126,3272,9,45,2025-10-05 20:33:00,Gift Card,Completed,3134.76,0.0,149.27
127,779,10,28,2024-10-31 08:19:00,Debit Card,Completed,6327.97,0.0,301.33
128,898,9,49,2024-10-31 11:01:00,Gift Card,Completed,4972.12,428.89,236.77
129,7890,6,20,2026-03-01 19:11:00,Cash,Completed,1775.9,51.09,84.57
130,9556,20,43,2025-04-04 17:36:00,PayPal,Completed,8052.9,957.34,383.47
131,6435,17,42,2025-06-17 09:01:00,UPI,Completed,3020.3,171.08,143.82
132,1817,12,6,2025-05-29 08:46:00,UPI,Completed,4162.84,192.36,198.23
133,4000,18,5,2024-08-01 20:30:00,PayPal,Completed,2290.8,0.0,109.09
134,9272,14,13,2025-12-25 16:22:00,Cash,Completed,2598.64,570.04,123.74
135,6118,18,33,2024-02-15 17:20:00,PayPal,Completed,3905.68,158.1,185.99
136,8895,13,12,2025-07-05 17:00:00,Gift Card,Cancelled,3895.31,492.23,185.49
137,9658,4,23,2025-07-19 09:48:00,Cash,Completed,6611.21,154.29,314.82
138,2322,14,26,2025-07-14 19:49:00,Cash,Completed,5078.59,168.69,241.84
139,7010,14,10,2026-02-19 20:46:00,Credit Card,Completed,6861.35,463.15,326.73
140,9580,10,27,2026-05-10 13:50:00,Debit Card,Completed,5852.94,611.88,278.71
141,8561,9,45,2026-04-25 12:23:00,UPI,Completed,5202.42,580.82,247.73
142,1318,12,48,2024-03-26 11:41:00,Credit Card,Completed,3886.89,748.34,185.09
143,4655,20,43,2024-07-30 20:52:00,PayPal,Completed,3925.92,474.81,186.95
144,9409,20,43,2026-03-01 18:53:00,Cash,Completed,1785.29,276.12,85.01
145,6758,2,46,2024-04-30 08:37:00,Credit Card,Completed,2823.9,237.67,134.47
146,2913,13,12,2025-05-18 11:04:00,PayPal,Completed,4126.37,225.92,196.49
147,1195,6,40,2026-04-26 16:13:00,Gift Card,Completed,5010.95,215.54,238.62
148,8990,11,17,2024-02-21 08:16:00,Cash,Completed,3267.46,431.79,155.59
149,1890,10,27,2024-05-18 18:03:00,Credit Card,Completed,2245.89,462.97,106.95
150,1109,16,4,2024-10-14 21:46:00,UPI,Completed,6142.5,536.39,292.5
151,9982,18,1,2026-02-04 19:43:00,Gift Card,Cancelled,3693.32,67.57,175.87
152,3681,14,26,2025-12-20 10:10:00,Debit Card,Completed,7146.28,514.7,340.3
153,4261,15,8,2024-01-16 19:29:00,PayPal,Cancelled,3164.04,701.54,150.67
154,7033,13,12,2026-05-01 17:25:00,Debit Card,Completed,2731.44,471.09,130.07
155,654,7,20,2026-04-02 09:25:00,Cash,Completed,3877.88,293.74,184.66
156,1876,20,29,2026-05-15 16:34:00,Debit Card,Cancelled,2061.85,15.79,98.18
157,7703,6,39,2026-05-30 09:38:00,Debit Card,Completed,3415.71,251.47,162.65
158,6736,16,16,2024-07-09 12:06:00,Debit Card,Completed,3472.77,445.39,165.37
159,4175,9,45,2026-01-04 19:25:00,UPI,Completed,4616.18,912.96,219.82
160,9189,6,23,2026-04-02 13:44:00,PayPal,Completed,4027.84,38.69,191.8
161,627,18,27,2024-04-26 20:28:00,PayPal,Completed,6407.55,290.04,305.12
162,7835,1,32,2026-01-15 10:50:00,UPI,Cancelled,5287.7,749.11,251.8
163,839,6,45,2025-03-17 19:04:00,UPI,Completed,4204.33,0.0,200.21
164,4792,3,1,2026-03-15 10:26:00,Debit Card,Completed,975.22,100.27,46.44
165,9482,3,1,2025-08-14 11:00:00,PayPal,Completed,3365.9,0.0,160.28
166,3789,3,1,2025-08-25 15:09:00,PayPal,Completed,5659.95,609.93,269.52
167,7519,20,43,2024-10-15 10:45:00,UPI,Completed,833.28,6.4,39.68
168,9618,20,29,2024-07-11 16:20:00,Cash,Completed,3975.05,608.32,189.29
169,9543,12,31,2024-10-14 10:42:00,Debit Card,Completed,4333.76,552.44,206.37
170,8574,15,8,2025-07-02 13:15:00,Credit Card,Completed,8582.58,555.86,408.69
171,3111,5,37,2025-04-27 16:05:00,Gift Card,Completed,792.6,97.08,37.74
172,7870,9,49,2025-03-07 17:49:00,Debit Card,Completed,7236.41,182.18,344.59
173,2963,8,47,2024-01-26 14:44:00,UPI,Completed,7967.54,531.56,379.41
174,8668,16,18,2024-07-16 13:34:00,Gift Card,Completed,6642.82,343.62,316.32
175,3595,12,31,2024-05-06 14:39:00,UPI,Completed,10368.23,275.25,493.73
176,5821,12,6,2026-03-19 17:54:00,Debit Card,Completed,2174.18,152.08,103.53
177,9733,19,38,2025-06-11 11:00:00,UPI,Completed,3231.11,141.59,153.86
178,3099,1,32,2024-02-06 19:01:00,Cash,Completed,2665.88,246.87,126.95
179,3997,14,21,2024-03-01 19:26:00,PayPal,Completed,6167.3,198.33,293.68
180,2991,6,34,2024-11-16 13:26:00,Debit Card,Completed,4805.76,246.59,228.85
181,4062,1,32,2024-03-16 08:09:00,UPI,Completed,5884.31,395.64,280.21
182,8629,11,50,2024-09-29 11:16:00,Gift Card,Completed,3479.64,105.98,165.7
183,113,9,49,2024-04-11 14:42:00,UPI,Completed,2332.64,84.38,111.08
184,64,4,15,2024-05-19 17:22:00,Debit Card,Completed,3407.75,559.06,162.27
185,3862,16,16,2026-02-22 15:45:00,Cash,Completed,3201.44,217.18,152.45
186,6629,13,12,2024-02-27 17:31:00,Cash,Completed,827.59,106.25,39.41
187,9092,4,23,2024-04-13 12:06:00,PayPal,Completed,7615.66,829.18,362.65
188,4030,10,19,2024-02-16 09:48:00,Gift Card,Completed,4749.35,64.72,226.16
189,4429,6,2,2024-04-10 10:47:00,Credit Card,Completed,3527.79,0.0,167.99
190,1387,20,43,2025-04-19 15:46:00,PayPal,Completed,2862.25,175.3,136.3
191,3473,13,12,2025-05-28 15:29:00,Cash,Completed,5310.61,175.65,252.89
192,1727,10,19,2025-03-07 08:18:00,Debit Card,Completed,4554.88,225.99,216.9
193,6254,19,14,2024-09-11 20:31:00,Cash,Cancelled,6171.31,218.49,293.87
194,4450,12,3,2025-10-04 13:57:00,Gift Card,Cancelled,3842.32,109.59,182.97
195,4166,16,22,2026-01-12 16:56:00,Credit Card,Completed,4931.42,117.75,234.83
196,3937,7,20,2025-08-12 11:24:00,PayPal,Completed,3341.68,564.29,159.13
197,9497,7,20,2025-09-27 14:26:00,UPI,Completed,2512.05,8.73,119.62
198,3051,8,5,2024-03-23 17:40:00,Debit Card,Completed,2657.68,17.83,126.56
199,8981,1,32,2025-04-01 19:31:00,PayPal,Completed,5639.55,460.53,268.55
200,1082,6,32,2024-05-23 20:18:00,PayPal,Cancelled,1888.87,0.0,89.95
201,3265,20,29,2024-10-13 14:39:00,PayPal,Completed,5548.79,685.53,264.23
202,291,2,46,2024-07-05 21:14:00,Credit Card,Completed,2780.41,76.47,132.4
203,8048,8,47,2024-12-29 13:44:00,Cash,Completed,4697.47,692.18,223.69
204,6749,16,22,2026-02-19 19:00:00,Cash,Cancelled,510.63,48.47,24.32
205,6440,9,45,2024-07-26 13:42:00,PayPal,Completed,4351.81,30.6,207.23
206,3783,15,7,2025-01-01 14:22:00,UPI,Completed,2313.35,14.87,110.16
207,2900,1,32,2026-04-02 10:28:00,UPI,Completed,1302.66,272.62,62.03
208,7739,10,27,2024-04-23 09:08:00,Gift Card,Completed,7200.45,251.17,342.88
209,4707,16,24,2026-01-11 17:54:00,Gift Card,Completed,2507.49,394.92,119.4
210,3859,17,42,2025-04-07 17:19:00,Credit Card,Completed,4089.59,150.69,194.74
211,2785,19,38,2025-01-03 19:09:00,UPI,Completed,6159.77,714.18,293.32
212,9327,14,21,2025-08-04 09:15:00,Credit Card,Completed,1371.24,120.98,65.3
213,1529,12,31,2025-07-07 16:04:00,Debit Card,Completed,5271.39,394.18,251.02
214,4689,12,48,2024-01-20 11:05:00,UPI,Completed,3281.28,12.37,156.25
215,4488,12,3,2025-03-28 20:14:00,Gift Card,Completed,4548.05,382.36,216.57
216,8695,3,1,2026-01-24 17:04:00,UPI,Completed,4036.5,264.84,192.21
217,4981,16,39,2024-06-12 10:52:00,Gift Card,Completed,2265.91,177.18,107.9
218,223,20,43,2026-02-26 10:01:00,UPI,Completed,5419.39,252.47,258.07
219,8576,15,2,2025-08-21 18:00:00,Credit Card,Completed,9013.52,126.66,429.22
220,5996,15,8,2026-04-07 08:04:00,Cash,Completed,2357.06,36.95,112.24
221,9063,3,1,2025-01-24 18:50:00,UPI,Completed,4910.19,375.08,233.82
222,3290,10,19,2025-10-31 20:00:00,Gift Card,Completed,4730.82,334.01,225.28
223,1889,10,28,2025-04-21 14:52:00,Credit Card,Completed,645.26,88.55,30.73
224,2468,12,31,2024-07-26 15:27:00,Debit Card,Completed,3500.97,0.0,166.71
225,2226,2,46,2025-02-10 15:23:00,Cash,Completed,4852.06,65.49,231.05
226,3961,16,39,2024-09-18 13:50:00,Gift Card,Completed,7249.0,426.28,345.19
227,7030,7,20,2025-12-11 17:33:00,Credit Card,Completed,4696.65,111.88,223.65
228,4918,6,18,2024-10-17 11:05:00,Credit Card,Completed,3081.64,386.5,146.74
229,8868,18,42,2024-08-10 08:59:00,Cash,Cancelled,3448.19,369.59,164.2
230,1587,20,43,2024-10-13 16:35:00,Gift Card,Cancelled,3735.98,382.26,177.9
231,5484,1,32,2025-02-21 12:29:00,Credit Card,Cancelled,5226.73,103.35,248.89
232,1150,14,10,2026-04-09 09:10:00,Gift Card,Completed,735.16,4.59,35.01
233,1659,1,32,2025-09-17 18:58:00,Gift Card,Completed,3196.91,168.23,152.23
234,5854,10,19,2025-11-11 13:51:00,PayPal,Cancelled,2319.43,496.99,110.45
235,2253,16,35,2024-08-01 09:33:00,PayPal,Completed,5011.84,533.3,238.66
236,4614,5,41,2024-03-16 12:09:00,Credit Card,Completed,3893.99,576.03,185.43
237,8481,8,47,2024-10-25 10:29:00,Credit Card,Cancelled,1380.84,127.51,65.75
238,9321,5,9,2026-04-30 10:20:00,Gift Card,Completed,1191.62,254.0,56.74
239,9362,12,6,2024-09-26 09:17:00,Debit Card,Cancelled,9666.54,111.84,460.31
240,8202,2,46,2024-05-22 19:58:00,Credit Card,Completed,7921.42,191.63,377.21
241,7547,12,48,2024-10-14 14:42:00,UPI,Completed,3258.73,370.56,155.18
242,4192,12,6,2025-12-19 10:55:00,Gift Card,Completed,1506.77,171.04,71.75
243,9185,7,20,2025-01-09 09:48:00,Cash,Completed,4856.9,439.25,231.28
244,9673,11,11,2025-01-16 09:00:00,Debit Card,Completed,3180.07,435.82,151.43
245,1586,12,31,2025-08-10 13:36:00,PayPal,Cancelled,6172.1,172.33,293.91
246,3551,13,12,2024-04-30 16:05:00,Credit Card,Cancelled,3276.29,76.99,156.01
247,4383,20,29,2025-04-26 17:09:00,Credit Card,Cancelled,2261.87,48.88,107.71
248,1937,16,16,2025-05-04 08:11:00,Credit Card,Completed,3350.07,47.77,159.53
249,3258,4,15,2024-04-30 11:51:00,Credit Card,Cancelled,1304.52,4.53,62.12
250,6180,6,6,2026-05-30 12:00:00,Credit Card,Completed,2734.15,103.81,130.2
251,9064,9,49,2024-09-20 15:23:00,Debit Card,Completed,1716.55,6.23,81.74
252,4007,14,33,2024-10-08 09:55:00,UPI,Completed,919.55,20.93,43.79
253,5507,11,30,2025-06-06 19:15:00,PayPal,Completed,4727.98,281.28,225.14
254,4069,13,12,2025-02-17 15:12:00,Credit Card,Completed,7769.64,119.1,369.98
255,4253,6,29,2024-06-23 16:52:00,Gift Card,Completed,6886.44,69.71,327.93
256,8185,17,42,2025-09-24 21:37:00,Debit Card,Completed,3949.26,318.93,188.06
257,2376,14,13,2025-07-09 19:09:00,Debit Card,Completed,3578.28,110.45,170.39
258,4202,12,48,2026-01-03 18:45:00,Credit Card,Completed,3628.01,142.35,172.76
259,7780,20,43,2025-06-12 09:52:00,Gift Card,Completed,8116.36,398.6,386.49
260,7298,16,16,2025-08-15 09:07:00,PayPal,Completed,3806.27,8.38,181.25
261,2346,12,6,2024-09-25 19:00:00,Debit Card,Completed,912.6,0.0,43.46
262,9960,19,36,2024-04-28 10:06:00,Gift Card,Cancelled,5284.48,360.29,251.64
263,8253,7,20,2024-01-25 12:29:00,Credit Card,Cancelled,1765.65,112.45,84.08
264,8349,6,8,2026-01-20 10:00:00,Debit Card,Completed,7294.61,437.41,347.36
265,5952,20,29,2026-03-20 17:42:00,PayPal,Completed,10377.73,226.19,494.18
266,5266,10,28,2025-05-29 19:57:00,UPI,Completed,7268.79,540.23,346.13
267,7816,14,13,2024-05-15 17:56:00,Cash,Cancelled,1590.4,0.0,75.73
268,6933,16,18,2026-03-26 16:47:00,UPI,Completed,6393.8,317.19,304.47
269,4225,1,32,2024-08-19 20:04:00,PayPal,Cancelled,7265.51,272.06,345.98
270,1473,1,32,2026-06-05 16:50:00,PayPal,Completed,7062.11,234.11,336.29
271,7746,3,1,2025-11-27 13:14:00,UPI,Completed,3469.13,583.05,165.2
272,3023,2,46,2025-01-05 16:04:00,Credit Card,Completed,784.55,37.68,37.36
273,5297,4,23,2026-04-03 10:09:00,Debit Card,Completed,8524.86,644.35,405.95
274,199,18,4,2025-01-28 20:00:00,UPI,Completed,4971.15,69.39,236.72
275,4595,2,46,2025-09-27 08:17:00,Debit Card,Completed,3500.47,129.49,166.69
276,9048,4,15,2025-02-28 19:35:00,PayPal,Completed,7333.73,1062.51,349.23
277,4487,15,2,2025-09-13 21:13:00,Credit Card,Completed,7748.59,560.98,368.98
278,7585,18,20,2024-12-02 15:54:00,Cash,Completed,6534.32,742.0,311.16
279,6695,20,29,2024-02-02 16:04:00,PayPal,Cancelled,5752.18,131.06,273.91
280,4146,9,49,2026-05-27 11:49:00,Gift Card,Completed,3347.96,102.05,159.43
281,2161,13,12,2026-02-13 16:40:00,Debit Card,Completed,4871.38,181.77,231.97
282,8308,12,31,2025-03-15 20:37:00,Gift Card,Cancelled,4960.43,375.05,236.21
283,9152,3,1,2026-01-08 15:12:00,Debit Card,Completed,4521.74,441.12,215.32
284,7449,11,40,2024-08-12 11:21:00,PayPal,Completed,3347.26,10.25,159.39
285,8109,9,49,2026-06-10 21:30:00,Debit Card,Completed,2370.79,166.68,112.89
286,2361,12,6,2025-12-09 15:58:00,PayPal,Cancelled,6014.69,407.54,286.41
287,8976,16,16,2026-02-09 20:31:00,Debit Card,Completed,6781.66,375.34,322.94
288,2788,13,12,2026-01-26 18:18:00,Cash,Completed,3976.71,420.82,189.37
289,9969,8,5,2024-03-13 17:04:00,Gift Card,Cancelled,5203.12,224.81,247.77
290,5331,7,20,2025-12-08 16:49:00,Cash,Completed,2826.2,163.68,134.58
291,4771,4,23,2024-08-08 09:27:00,Gift Card,Cancelled,6783.17,321.95,323.01
292,7221,9,45,2024-04-29 10:47:00,Credit Card,Completed,2408.19,311.17,114.68
293,4514,5,9,2025-05-03 13:15:00,Credit Card,Completed,9238.74,999.77,439.94
294,5286,9,45,2025-12-29 12:44:00,Credit Card,Completed,7799.31,176.8,371.4
295,7776,5,9,2024-03-10 20:27:00,Cash,Completed,5261.52,241.55,250.55
296,6291,5,37,2025-10-19 14:36:00,Credit Card,Cancelled,2710.67,257.68,129.08
297,6225,6,19,2024-01-04 12:59:00,UPI,Completed,1535.97,102.82,73.14
298,8313,3,1,2024-04-03 16:39:00,Debit Card,Cancelled,1648.61,77.98,78.51
299,1849,10,27,2024-01-18 18:04:00,PayPal,Completed,5110.85,431.58,243.37
300,5372,6,5,2024-06-08 09:50:00,Gift Card,Cancelled,3901.3,313.23,185.78
301,5877,15,7,2025-04-24 19:29:00,Cash,Completed,1100.91,12.44,52.42
302,4296,19,36,2025-12-11 09:12:00,Credit Card,Completed,8780.29,1002.71,418.11
303,6424,7,20,2024-12-25 13:33:00,Credit Card,Completed,1616.55,144.85,76.98
304,4000,16,16,2024-07-30 19:55:00,UPI,Completed,4120.27,712.31,196.2
305,3588,7,20,2025-09-07 18:52:00,Credit Card,Completed,8142.63,461.34,387.74
306,4066,12,3,2025-01-06 16:33:00,UPI,Completed,4430.0,328.93,210.95
307,9565,6,44,2026-03-02 15:01:00,Debit Card,Completed,680.47,43.25,32.4
308,9550,18,3,2024-04-02 12:29:00,UPI,Completed,4460.09,149.27,212.39
309,4132,11,30,2024-11-28 11:26:00,Debit Card,Cancelled,4155.35,277.74,197.87
310,8304,3,1,2025-04-30 13:53:00,PayPal,Completed,3960.27,294.24,188.58
311,1572,9,45,2024-06-29 10:42:00,Debit Card,Cancelled,11164.57,424.53,531.65
312,2913,19,36,2024-01-24 17:42:00,Cash,Completed,5885.65,733.55,280.27
