ReturnID,OrderID,ProductID,ReturnDate,Quantity,Reason,RefundAmount,Status
30,242,246,2025-12-29 10:55:00,1,Changed Mind,788.41,Approved
31,253,1862,2025-06-19 19:15:00,1,Defective Item,386.08,Approved
32,266,1230,2025-06-09 19:57:00,2,Wrong Size,1152.59,Approved
33,271,1733,2025-11-30 13:14:00,2,Late Delivery,2086.84,Approved
34,274,1469,2025-01-30 20:00:00,1,Late Delivery,2791.95,Approved
35,276,449,2025-03-07 19:35:00,3,Changed Mind,3138.09,Approved
36,278,1506,2024-12-13 15:54:00,1,Late Delivery,2119.91,Approved
37,281,731,2026-02-22 16:40:00,1,Not as Pictured,301.75,Approved
38,293,777,2025-05-12 13:15:00,2,Late Delivery,1585.72,Approved
39,295,161,2024-03-11 20:27:00,1,Wrong Size,540.17,Approved
40,313,1072,2024-10-27 13:28:00,1,Wrong Size,237.04,Approved
41,323,1508,2025-06-26 17:02:00,1,Wrong Size,1303.14,Approved
42,327,361,2024-11-23 15:14:00,1,Wrong Size,1284.59,Approved
43,335,780,2024-05-29 21:01:00,1,Wrong Size,417.95,Approved
44,367,478,2024-06-07 12:23:00,1,Defective Item,33.36,Approved
45,375,1466,2026-06-18 09:33:00,3,Wrong Size,1159.54,Approved
46,396,868,2024-06-28 11:30:00,1,Not as Pictured,1895.18,Approved
47,402,1054,2024-01-27 19:30:00,3,Changed Mind,1270.46,Approved
48,405,142,2026-04-21 10:27:00,1,Defective Item,84.14,Approved
49,409,1332,2024-12-27 19:59:00,1,Wrong Size,644.87,Approved
50,409,778,2024-12-26 19:59:00,4,Not as Pictured,1607.0,Approved
51,418,1882,2025-07-28 11:22:00,3,Changed Mind,108.59,Approved
52,419,1863,2025-05-01 08:28:00,1,Wrong Size,662.34,Approved
53,420,957,2025-10-13 21:29:00,3,Wrong Size,576.56,Approved
54,428,306,2025-05-22 12:35:00,1,Changed Mind,863.12,Approved
55,436,370,2024-05-31 20:00:00,1,Not as Pictured,670.97,Approved
56,446,799,2025-02-15 11:19:00,2,Changed Mind,2006.84,Approved
57,450,1022,2024-07-17 10:09:00,1,Late Delivery,2004.62,Approved
58,451,464,2026-06-13 18:09:00,1,Late Delivery,183.75,Approved
59,455,810,2024-08-27 20:57:00,2,Late Delivery,1003.59,Approved
60,458,1176,2025-03-25 16:06:00,1,Wrong Size,383.08,Approved
61,462,1089,2025-03-08 08:47:00,1,Late Delivery,303.06,Approved
62,464,12,2026-04-28 18:06:00,2,Defective Item,670.91,Approved
63,466,1679,2025-05-19 14:51:00,3,Changed Mind,2564.23,Approved
64,468,1117,2024-06-29 10:53:00,2,Late Delivery,1358.04,Approved
65,484,79,2026-01-17 13:40:00,1,Not as Pictured,306.66,Approved
66,484,852,2026-01-17 13:40:00,1,Wrong Size,271.88,Approved
67,486,997,2024-12-13 17:06:00,1,Wrong Size,479.47,Approved
68,504,1208,2025-11-15 08:01:00,1,Not as Pictured,657.42,Approved
69,508,361,2025-05-11 13:28:00,3,Late Delivery,1511.29,Approved
70,509,1720,2024-10-03 13:54:00,1,Wrong Size,663.08,Approved
71,517,1744,2025-12-21 08:29:00,2,Wrong Size,1448.29,Approved
72,521,1110,2025-05-29 21:17:00,1,Not as Pictured,56.1,Approved
73,540,158,2025-07-28 13:50:00,1,Defective Item,726.69,Approved
74,561,1286,2025-06-29 09:48:00,1,Late Delivery,748.79,Approved
75,575,1921,2026-05-03 08:12:00,1,Changed Mind,391.2,Approved
76,585,610,2026-01-18 17:22:00,1,Defective Item,367.69,Approved
77,599,323,2024-09-27 11:03:00,2,Wrong Size,276.34,Approved
78,606,1536,2025-03-16 21:20:00,3,Late Delivery,133.9,Approved
79,611,1261,2026-02-02 11:20:00,3,Late Delivery,3157.97,Approved
80,625,830,2025-11-05 21:00:00,1,Wrong Size,1085.21,Approved
81,633,577,2024-06-01 18:22:00,2,Defective Item,530.27,Approved
82,642,1209,2025-03-10 16:33:00,1,Late Delivery,114.68,Approved
83,657,237,2025-11-25 11:29:00,1,Defective Item,819.35,Approved
84,657,701,2025-12-01 11:29:00,2,Not as Pictured,1887.67,Approved
85,658,1059,2025-12-27 20:06:00,2,Wrong Size,678.28,Approved
86,674,1410,2024-12-30 18:17:00,2,Not as Pictured,487.83,Approved
87,687,773,2025-12-19 16:02:00,1,Not as Pictured,1739.06,Approved
88,690,1403,2024-08-25 09:58:00,1,Changed Mind,596.87,Approved
89,708,435,2026-03-21 16:20:00,2,Not as Pictured,79.29,Approved
90,713,1185,2025-12-09 10:06:00,2,Not as Pictured,1263.91,Approved
91,728,1270,2024-10-10 18:55:00,1,Late Delivery,1441.92,Approved
92,730,1349,2025-11-10 08:22:00,2,Wrong Size,1824.65,Approved
93,731,1353,2026-06-25 09:00:00,2,Changed Mind,1551.88,Approved
94,746,182,2025-02-07 15:49:00,2,Not as Pictured,410.39,Approved
95,752,630,2025-06-05 19:43:00,2,Defective Item,806.48,Approved
96,764,806,2024-03-12 08:23:00,2,Defective Item,1148.95,Approved
97,768,1738,2025-05-16 16:50:00,2,Not as Pictured,2153.22,Approved
98,777,1535,2025-02-18 15:54:00,1,Changed Mind,2537.6,Approved
99,790,1099,2025-10-13 19:14:00,3,Defective Item,441.57,Approved
100,791,1659,2024-10-03 16:57:00,1,Not as Pictured,1475.69,Approved
101,828,639,2026-01-16 16:29:00,1,Late Delivery,53.32,Approved
102,857,1247,2024-04-23 12:41:00,1,Changed Mind,467.31,Approved
103,865,1254,2024-02-18 14:27:00,1,Changed Mind,624.64,Approved
104,878,459,2024-06-18 11:42:00,2,Not as Pictured,1861.84,Approved
105,885,889,2025-11-05 16:11:00,1,Changed Mind,351.48,Approved
106,887,868,2026-05-03 08:17:00,1,Wrong Size,1994.93,Approved
107,896,70,2026-04-04 13:49:00,1,Wrong Size,324.99,Approved
108,906,1269,2025-03-09 15:18:00,3,Changed Mind,586.57,Approved
109,910,715,2026-07-01 18:59:00,2,Late Delivery,2103.89,Approved
110,910,1999,2026-07-03 18:59:00,1,Changed Mind,440.58,Approved
111,914,224,2024-05-11 16:11:00,1,Not as Pictured,1744.66,Approved
112,922,1610,2025-05-23 21:33:00,1,Late Delivery,478.46,Approved
113,931,956,2024-08-20 19:39:00,1,Late Delivery,412.82,Approved
114,939,1482,2025-02-24 16:37:00,1,Late Delivery,966.98,Approved
115,941,1920,2024-10-19 12:20:00,2,Defective Item,468.82,Approved
116,955,1046,2024-04-05 13:46:00,2,Late Delivery,1164.16,Approved
117,956,1420,2024-10-19 09:07:00,4,Changed Mind,4032.17,Approved
118,959,1300,2024-10-22 13:25:00,3,Changed Mind,1938.03,Approved
119,979,1467,2024-08-09 10:59:00,4,Changed Mind,891.33,Approved
120,979,1987,2024-08-09 10:59:00,1,Wrong Size,1051.61,Approved
121,981,1987,2025-11-09 10:24:00,2,Defective Item,3320.89,Approved
122,988,993,2025-07-11 18:00:00,1,Defective Item,431.4,Approved
123,999,1203,2025-06-29 21:20:00,4,Not as Pictured,1133.4,Approved
124,999,1775,2025-06-23 21:20:00,1,Wrong Size,1075.49,Approved
125,1022,843,2024-07-07 08:04:00,2,Wrong Size,1090.51,Approved
126,1024,1751,2025-07-08 14:02:00,2,Late Delivery,90.57,Approved
127,1032,328,2025-05-04 19:55:00,1,Late Delivery,512.8,Approved
128,1045,663,2024-04-22 12:23:00,1,Wrong Size,273.46,Approved
129,1055,1844,2026-07-07 12:00:00,1,Changed Mind,113.54,Approved
130,1055,1467,2026-07-05 12:00:00,1,Wrong Size,199.38,Approved
131,1059,1719,2024-09-18 20:08:00,2,Changed Mind,2159.22,Approved
132,1061,1158,2026-02-10 09:41:00,1,Wrong Size,1625.59,Approved
133,1064,1279,2026-05-23 17:23:00,1,Late Delivery,295.71,Approved
134,1070,1891,2026-02-08 14:22:00,2,Late Delivery,1035.83,Approved
135,1071,1084,2024-04-14 13:42:00,2,Wrong Size,38.16,Approved
136,1084,1683,2025-07-21 10:25:00,2,Not as Pictured,525.14,Approved
137,1084,1581,2025-07-31 10:25:00,3,Changed Mind,2064.43,Approved
138,1086,47,2024-09-18 08:06:00,1,Wrong Size,83.96,Approved
139,1095,743,2026-03-10 18:23:00,2,Wrong Size,73.24,Approved
140,1098,813,2025-01-23 18:29:00,2,Wrong Size,1829.06,Approved
141,1099,873,2025-02-06 11:15:00,1,Defective Item,106.85,Approved
142,1101,1820,2025-10-11 21:02:00,3,Changed Mind,3423.42,Approved
143,1119,1088,2026-05-16 16:55:00,4,Not as Pictured,2196.75,Approved
144,1119,166,2026-05-05 16:55:00,2,Not as Pictured,2359.48,Approved
145,1122,58,2026-01-02 12:00:00,1,Changed Mind,327.1,Approved
146,1135,366,2024-09-29 14:36:00,1,Wrong Size,446.59,Approved
147,1160,742,2025-01-27 18:29:00,1,Not as Pictured,467.24,Approved
148,1163,719,2024-10-18 08:06:00,3,Wrong Size,2463.98,Approved
149,1167,354,2024-04-09 15:40:00,2,Defective Item,3341.14,Approved
150,1168,1005,2025-03-23 14:10:00,2,Changed Mind,1147.04,Approved
151,1171,1191,2024-02-29 10:13:00,1,Late Delivery,88.87,Approved
152,1173,1841,2024-11-06 12:14:00,1,Wrong Size,678.78,Approved
153,1175,817,2024-07-13 12:36:00,1,Wrong Size,1555.79,Approved
154,1197,771,2025-04-15 09:12:00,3,Not as Pictured,1736.7,Approved
155,1205,439,2026-07-10 12:30:00,3,Changed Mind,374.67,Approved
156,1206,242,2025-11-28 08:21:00,1,Wrong Size,588.66,Approved
157,1210,704,2025-06-16 11:40:00,2,Late Delivery,1774.17,Approved
158,1215,1426,2024-02-21 14:19:00,1,Changed Mind,702.92,Approved
159,1218,127,2025-02-03 16:44:00,2,Wrong Size,2165.78,Approved
160,1236,1234,2024-11-11 08:23:00,3,Defective Item,176.9,Approved
161,1239,1586,2025-03-12 11:14:00,2,Wrong Size,935.44,Approved
162,1261,1245,2026-03-07 09:14:00,2,Defective Item,2245.82,Approved
163,1271,1364,2026-03-15 17:23:00,3,Not as Pictured,447.44,Approved
164,1273,750,2026-05-23 17:06:00,1,Wrong Size,816.54,Approved
165,1275,1631,2025-09-24 08:10:00,2,Wrong Size,509.45,Approved
166,1278,1370,2025-01-27 12:52:00,1,Not as Pictured,544.91,Approved
167,1288,821,2024-07-19 18:05:00,2,Late Delivery,2098.55,Approved
168,1291,584,2026-02-28 18:00:00,1,Defective Item,430.9,Approved
169,1293,931,2025-07-10 16:13:00,1,Wrong Size,541.75,Approved
170,1297,726,2025-07-12 11:09:00,3,Late Delivery,1944.56,Approved
171,1319,839,2025-04-16 17:57:00,2,Late Delivery,2652.52,Approved
172,1319,302,2025-04-21 17:57:00,1,Wrong Size,177.26,Approved
173,1324,1175,2025-03-08 18:40:00,1,Wrong Size,117.93,Approved
174,1328,1516,2026-05-16 17:48:00,1,Defective Item,909.58,Approved
175,1346,1954,2026-06-17 16:45:00,1,Late Delivery,651.34,Approved
176,1365,1341,2024-11-29 16:31:00,2,Not as Pictured,524.56,Approved
177,1371,414,2025-04-07 17:11:00,1,Wrong Size,2385.02,Approved
178,1389,1834,2024-05-10 16:35:00,3,Defective Item,557.98,Approved
179,1400,1922,2024-06-25 10:36:00,1,Wrong Size,653.25,Approved
180,1404,1310,2025-06-21 08:16:00,1,Changed Mind,1284.61,Approved
181,1404,588,2025-06-20 08:16:00,1,Late Delivery,2346.96,Approved
182,1407,1086,2024-06-14 15:05:00,1,Changed Mind,889.32,Approved
183,1418,456,2024-09-07 12:34:00,1,Defective Item,2253.42,Approved
184,1431,1649,2024-03-07 17:34:00,1,Late Delivery,164.84,Approved
185,1431,705,2024-03-14 17:34:00,1,Late Delivery,492.87,Approved
186,1441,1440,2025-10-08 14:19:00,1,Not as Pictured,830.21,Approved
187,1442,1104,2024-05-18 12:58:00,2,Wrong Size,890.21,Approved
188,1442,216,2024-05-18 12:58:00,1,Defective Item,1164.37,Approved
189,1471,23,2026-04-08 13:03:00,2,Changed Mind,1322.96,Approved
190,1484,1485,2025-06-20 18:40:00,2,Changed Mind,1750.24,Approved
191,1487,1329,2024-05-30 13:04:00,3,Late Delivery,1035.18,Approved
192,1488,1086,2024-02-26 21:49:00,4,Not as Pictured,4185.05,Approved
193,1500,1500,2026-01-30 19:19:00,4,Wrong Size,978.81,Approved
194,1517,896,2026-05-12 15:21:00,3,Late Delivery,997.61,Approved
195,1522,1397,2025-06-24 09:27:00,4,Late Delivery,174.26,Approved
196,1522,717,2025-06-18 09:27:00,1,Late Delivery,3501.58,Approved
197,1528,339,2024-05-29 16:14:00,1,Changed Mind,2853.38,Approved
198,1530,1771,2025-12-28 21:54:00,1,Late Delivery,1055.16,Approved
199,1547,1663,2026-03-12 09:28:00,1,Late Delivery,3202.97,Approved
200,1549,1091,2025-02-04 08:24:00,1,Not as Pictured,402.38,Approved
201,1550,1051,2025-06-12 11:55:00,1,Late Delivery,866.28,Approved
202,1571,82,2026-04-18 14:38:00,3,Defective Item,2384.05,Approved
203,1581,1339,2025-11-13 08:26:00,1,Changed Mind,395.97,Approved
204,1581,1410,2025-11-06 08:26:00,2,Wrong Size,780.53,Approved
205,1589,688,2025-08-18 13:54:00,1,Defective Item,1950.65,Approved
206,1590,1306,2024-11-04 13:26:00,1,Not as Pictured,1230.47,Approved
207,1605,83,2024-06-13 12:50:00,1,Late Delivery,1481.79,Approved
208,1618,748,2024-08-15 11:51:00,3,Late Delivery,425.65,Approved
209,1631,1042,2024-09-06 16:11:00,1,Late Delivery,672.36,Approved
210,1631,1123,2024-09-08 16:11:00,3,Changed Mind,2253.11,Approved
211,1636,1219,2025-07-10 19:20:00,4,Changed Mind,1026.35,Approved
212,1639,1570,2026-07-07 17:05:00,1,Defective Item,2138.6,Approved
213,1644,687,2025-10-18 10:16:00,2,Wrong Size,904.37,Approved
214,1646,354,2024-03-07 20:42:00,1,Defective Item,709.99,Approved
215,1650,190,2026-02-06 21:15:00,3,Defective Item,1059.75,Approved
216,1654,1919,2026-06-27 14:06:00,3,Defective Item,2400.87,Approved
217,1659,243,2025-04-02 20:34:00,1,Defective Item,694.2,Approved
218,1682,1142,2025-07-16 21:21:00,1,Changed Mind,20.11,Approved
219,1682,1281,2025-07-18 21:21:00,2,Wrong Size,1488.9,Approved
220,1682,128,2025-07-19 21:21:00,1,Defective Item,351.13,Approved
221,1709,1892,2026-04-13 18:26:00,1,Defective Item,739.47,Approved
222,1710,1642,2024-12-14 15:29:00,2,Late Delivery,553.67,Approved
223,1713,614,2024-07-06 18:35:00,1,Changed Mind,584.17,Approved
224,1720,722,2024-11-26 19:28:00,2,Changed Mind,1844.85,Approved
225,1720,1336,2024-12-02 19:28:00,3,Changed Mind,1246.23,Approved
226,1733,166,2024-04-21 21:17:00,1,Not as Pictured,1179.74,Approved
227,1735,320,2025-09-09 16:50:00,1,Changed Mind,1583.35,Approved
228,1739,55,2024-08-20 17:29:00,1,Changed Mind,969.58,Approved
229,1747,961,2024-09-24 18:54:00,1,Not as Pictured,18.94,Approved
230,1756,209,2025-08-22 14:15:00,1,Wrong Size,185.35,Approved
231,1759,235,2025-08-24 16:41:00,1,Defective Item,779.79,Approved
232,1766,1797,2026-01-15 19:36:00,2,Not as Pictured,1111.04,Approved
233,1772,1240,2025-12-09 16:12:00,1,Defective Item,332.96,Approved
234,1775,1233,2025-01-20 12:44:00,2,Not as Pictured,525.93,Approved
235,1776,1243,2024-11-26 21:00:00,1,Wrong Size,801.73,Approved
236,1801,1659,2025-02-06 13:07:00,2,Late Delivery,1567.92,Approved
237,1803,1128,2024-03-19 10:03:00,1,Changed Mind,258.56,Approved
238,1810,1579,2025-04-11 18:02:00,1,Changed Mind,344.49,Approved
239,1814,1635,2026-02-09 13:22:00,1,Late Delivery,270.76,Approved
240,1823,845,2025-07-24 17:55:00,1,Wrong Size,1483.55,Approved
241,1833,867,2024-04-12 19:17:00,4,Not as Pictured,493.82,Approved
242,1840,584,2024-08-02 10:09:00,3,Late Delivery,1098.79,Approved
243,1844,903,2025-06-30 19:33:00,1,Wrong Size,137.37,Approved
244,1846,1587,2025-01-03 15:16:00,2,Not as Pictured,1860.47,Approved
245,1865,555,2025-03-08 14:28:00,3,Late Delivery,1511.81,Approved
246,1891,877,2024-11-05 09:07:00,1,Changed Mind,218.4,Approved
247,1896,334,2025-04-03 12:46:00,1,Not as Pictured,726.79,Approved
248,1909,1228,2024-06-02 20:09:00,2,Changed Mind,1391.63,Approved
249,1920,1947,2025-06-12 13:50:00,4,Not as Pictured,1813.43,Approved
250,1922,355,2026-06-19 15:11:00,2,Wrong Size,1628.54,Approved
251,1928,162,2026-06-02 08:52:00,2,Late Delivery,1361.6,Approved
252,1930,1032,2025-12-31 19:08:00,3,Defective Item,3603.35,Approved
253,1939,299,2024-08-01 08:46:00,2,Not as Pictured,1031.41,Approved
254,1939,2000,2024-08-05 08:46:00,2,Late Delivery,803.48,Approved
255,1939,1290,2024-07-27 08:46:00,2,Defective Item,3296.3,Approved
256,1946,690,2026-01-27 10:16:00,1,Not as Pictured,1195.11,Approved
257,1965,604,2025-08-22 16:15:00,2,Changed Mind,165.21,Approved
258,1967,1011,2024-03-01 20:23:00,2,Wrong Size,2217.83,Approved
259,1981,1528,2025-04-22 19:44:00,1,Changed Mind,1652.31,Approved
260,1987,422,2024-12-25 20:32:00,1,Late Delivery,873.76,Approved
261,1990,1770,2024-07-13 21:35:00,1,Changed Mind,674.73,Approved
262,1995,728,2024-07-05 20:50:00,3,Not as Pictured,1619.76,Approved
263,1997,1597,2024-05-13 10:28:00,3,Defective Item,44.5,Approved
264,2005,1779,2024-08-14 15:00:00,2,Not as Pictured,763.11,Approved
265,2006,1244,2025-07-29 19:32:00,1,Changed Mind,2039.18,Approved
266,2006,750,2025-07-31 19:32:00,1,Late Delivery,287.3,Approved
267,2007,816,2024-01-13 13:56:00,1,Changed Mind,2059.8,Approved
268,2014,939,2026-05-03 19:09:00,2,Defective Item,490.15,Approved
269,2016,1085,2024-06-14 16:15:00,1,Defective Item,191.52,Approved
270,2018,1624,2024-10-27 16:07:00,1,Not as Pictured,240.03,Approved
271,2018,76,2024-10-20 16:07:00,1,Late Delivery,737.3,Approved
272,2035,989,2025-08-18 14:41:00,1,Wrong Size,1760.55,Approved
273,2038,1360,2026-05-13 08:40:00,1,Wrong Size,1460.4,Approved
274,2044,1443,2026-05-15 20:04:00,1,Wrong Size,455.04,Approved
275,2051,289,2025-02-04 14:23:00,3,Late Delivery,576.91,Approved
276,2054,23,2026-04-28 13:12:00,1,Late Delivery,330.74,Approved
277,2073,1227,2024-01-31 20:20:00,2,Defective Item,880.34,Approved
278,2076,426,2026-05-02 10:55:00,4,Late Delivery,2521.18,Approved
279,2081,1357,2026-02-28 14:59:00,2,Changed Mind,1400.92,Approved
280,2086,306,2024-09-02 14:21:00,1,Defective Item,776.81,Approved
281,2087,1770,2025-01-19 10:34:00,2,Late Delivery,1012.1,Approved
282,2096,1227,2024-06-23 14:05:00,2,Wrong Size,748.29,Approved
283,2097,1295,2026-03-25 19:09:00,1,Defective Item,78.62,Approved
284,2097,1754,2026-03-28 19:09:00,1,Defective Item,222.89,Approved
285,2098,333,2024-05-10 13:15:00,1,Wrong Size,735.7,Approved
286,2104,645,2024-06-10 16:48:00,1,Changed Mind,935.54,Approved
287,2119,967,2026-04-14 19:30:00,1,Late Delivery,414.96,Approved
288,2124,1942,2025-01-26 16:08:00,2,Late Delivery,1700.16,Approved
289,2154,1871,2025-04-17 21:25:00,1,Defective Item,1743.94,Approved
290,2161,1308,2025-05-17 21:33:00,1,Late Delivery,174.95,Approved
291,2171,1264,2024-12-22 13:18:00,2,Late Delivery,1139.1,Approved
292,2180,1847,2025-09-23 09:38:00,4,Defective Item,2381.61,Approved
293,2212,1554,2025-01-23 20:50:00,3,Changed Mind,1801.08,Approved
294,2214,802,2024-06-29 21:30:00,1,Changed Mind,306.28,Approved
295,2224,839,2025-03-26 19:32:00,3,Late Delivery,3536.69,Approved
296,2233,1962,2026-01-02 12:25:00,1,Defective Item,1160.3,Approved
297,2244,657,2026-05-01 13:15:00,1,Defective Item,464.86,Approved
298,2260,1988,2025-12-27 17:10:00,2,Defective Item,389.74,Approved
299,2262,672,2026-04-15 11:58:00,1,Changed Mind,670.53,Approved
300,2267,1084,2025-08-27 19:18:00,1,Changed Mind,22.45,Approved
301,2272,76,2025-10-06 21:09:00,2,Late Delivery,2211.9,Approved
302,2273,891,2025-03-13 09:13:00,1,Not as Pictured,1919.84,Approved
303,2285,1768,2024-05-06 13:38:00,2,Wrong Size,96.23,Approved
304,2294,68,2025-02-07 19:00:00,4,Wrong Size,2823.51,Approved
305,2304,1042,2025-04-16 08:53:00,2,Defective Item,1582.01,Approved
306,2316,952,2025-10-04 14:17:00,2,Late Delivery,321.68,Approved
307,2333,91,2025-10-07 13:00:00,2,Not as Pictured,1943.87,Approved
308,2334,1427,2024-05-16 21:12:00,1,Changed Mind,505.33,Approved
309,2348,606,2025-05-31 14:44:00,3,Late Delivery,136.26,Approved
310,2350,370,2026-07-09 12:04:00,2,Not as Pictured,1263.01,Approved
311,2362,1611,2024-04-05 21:40:00,1,Changed Mind,43.73,Approved
312,2367,1118,2024-04-27 12:36:00,1,Defective Item,1325.46,Approved
313,2375,650,2026-03-29 20:28:00,1,Late Delivery,826.84,Approved
314,2395,362,2025-01-13 10:23:00,2,Changed Mind,1594.74,Approved
315,2401,1592,2025-07-05 09:00:00,3,Defective Item,1616.33,Approved
316,2406,1409,2024-01-09 08:55:00,1,Wrong Size,832.86,Approved
317,2419,659,2025-04-02 16:46:00,2,Not as Pictured,1026.91,Approved
318,2431,1282,2025-04-01 13:18:00,2,Not as Pictured,1412.32,Approved
319,2431,701,2025-04-01 13:18:00,3,Changed Mind,2689.93,Approved
320,2438,673,2024-08-09 20:00:00,2,Not as Pictured,565.16,Approved
321,2440,429,2026-06-29 09:11:00,1,Not as Pictured,473.52,Approved
322,2456,713,2024-04-26 15:38:00,1,Changed Mind,2356.29,Approved
323,2457,912,2026-01-27 16:59:00,2,Changed Mind,823.89,Approved
324,2463,97,2025-11-01 14:21:00,1,Late Delivery,1564.75,Approved
325,2471,1176,2025-03-21 10:09:00,1,Not as Pictured,574.62,Approved
326,2471,1403,2025-03-19 10:09:00,2,Late Delivery,634.17,Approved
327,2481,397,2025-01-27 20:19:00,2,Defective Item,846.91,Approved
328,2483,1403,2025-12-17 13:52:00,1,Changed Mind,149.22,Approved
329,2485,1207,2026-06-27 10:22:00,1,Not as Pictured,349.71,Approved
330,2503,1780,2026-01-20 12:21:00,1,Wrong Size,2221.25,Approved
331,2504,1748,2025-08-28 12:28:00,1,Defective Item,152.92,Approved
332,2510,449,2025-03-15 12:43:00,2,Wrong Size,1761.73,Approved
333,2525,247,2026-05-27 09:43:00,1,Late Delivery,412.21,Approved
334,2526,1053,2025-01-30 19:00:00,1,Late Delivery,364.22,Approved
335,2539,1346,2024-04-11 09:28:00,1,Wrong Size,109.57,Approved
336,2544,1826,2026-05-08 13:38:00,2,Defective Item,245.18,Approved
337,2560,339,2026-01-04 20:15:00,1,Not as Pictured,757.93,Approved
338,2596,1491,2024-07-17 12:15:00,2,Not as Pictured,482.75,Approved
339,2597,1197,2024-09-10 12:49:00,2,Defective Item,3040.09,Approved
340,2603,978,2026-06-15 13:59:00,1,Wrong Size,1505.51,Approved
341,2614,669,2025-04-18 16:56:00,1,Defective Item,584.09,Approved
342,2622,369,2026-07-07 11:58:00,1,Late Delivery,1178.44,Approved
343,2625,1501,2025-02-10 16:36:00,2,Changed Mind,870.36,Approved
344,2627,1919,2025-10-23 20:20:00,1,Late Delivery,533.53,Approved
345,2634,1264,2025-06-02 20:26:00,1,Wrong Size,1708.65,Approved
346,2643,1074,2024-08-22 20:25:00,2,Changed Mind,2842.14,Approved
347,2645,834,2024-04-26 11:00:00,4,Late Delivery,178.07,Approved
348,2647,1206,2024-12-10 20:27:00,4,Changed Mind,1842.04,Approved
349,2661,664,2024-04-08 11:11:00,3,Not as Pictured,1962.61,Approved
350,2675,482,2024-08-16 18:21:00,1,Changed Mind,1657.47,Approved
351,2679,472,2025-05-14 09:27:00,2,Late Delivery,627.88,Approved
352,2689,720,2025-11-24 09:31:00,1,Defective Item,1278.8,Approved
353,2690,450,2024-12-10 18:20:00,2,Late Delivery,157.79,Approved
354,2695,1327,2024-06-14 18:54:00,1,Defective Item,755.64,Approved
355,2700,1751,2024-07-31 10:17:00,2,Not as Pictured,100.63,Approved
356,2700,153,2024-08-07 10:17:00,2,Late Delivery,1137.71,Approved
357,2701,710,2024-03-01 11:33:00,2,Changed Mind,1231.19,Approved
358,2706,924,2025-06-22 09:32:00,1,Defective Item,246.66,Approved
359,2706,418,2025-06-28 09:32:00,3,Late Delivery,229.23,Approved
360,2717,218,2025-12-15 17:51:00,2,Defective Item,2142.54,Approved
361,2723,578,2024-01-30 14:43:00,1,Changed Mind,1178.54,Approved
362,2732,310,2025-02-09 11:41:00,1,Changed Mind,131.33,Approved
363,2739,598,2024-10-02 15:39:00,2,Defective Item,1919.61,Approved
364,2741,244,2025-03-07 20:58:00,1,Changed Mind,592.19,Approved
365,2752,220,2024-07-22 20:00:00,2,Late Delivery,396.52,Approved
366,2775,538,2025-08-03 08:04:00,1,Wrong Size,38.83,Approved
367,2780,941,2024-04-12 15:40:00,1,Defective Item,546.2,Approved
368,2809,1983,2026-01-24 13:55:00,1,Changed Mind,886.21,Approved
369,2814,1220,2025-11-21 13:18:00,1,Defective Item,1881.18,Approved
370,2814,448,2025-11-24 13:18:00,1,Changed Mind,742.61,Approved
