InventoryID,StoreID,ProductID,StockQuantity,ReorderLevel,LastRestockDate
97,1,97,78,20,2026-07-20 00:00:00
98,1,98,66,20,2026-07-20 00:00:00
99,1,99,119,20,2026-07-20 00:00:00
100,1,100,48,20,2026-07-20 00:00:00
101,1,101,94,20,2026-07-20 00:00:00
102,1,102,66,20,2026-07-20 00:00:00
103,1,103,37,20,2026-07-20 00:00:00
104,1,104,30,20,2026-07-20 00:00:00
105,1,105,76,20,2026-07-20 00:00:00
106,1,106,140,20,2026-07-20 00:00:00
107,1,107,6,20,2026-07-20 00:00:00
108,1,108,0,20,2026-07-20 00:00:00
109,1,109,51,20,2026-07-20 00:00:00
110,1,110,145,20,2026-07-20 00:00:00
111,1,111,44,20,2026-07-20 00:00:00
112,1,112,107,20,2026-07-20 00:00:00
113,1,113,7,20,2026-07-20 00:00:00
114,1,114,108,20,2026-07-20 00:00:00
115,1,115,58,20,2026-07-20 00:00:00
116,1,116,52,20,2026-07-20 00:00:00
117,1,117,56,20,2026-07-20 00:00:00
118,1,118,117,20,2026-07-20 00:00:00
119,1,119,76,20,2026-07-20 00:00:00
120,1,120,62,20,2026-07-20 00:00:00
121,1,121,29,20,2026-07-20 00:00:00
122,1,122,116,20,2026-07-20 00:00:00
123,1,123,57,20,2026-07-20 00:00:00
124,1,124,100,20,2026-07-20 00:00:00
125,1,125,26,20,2026-07-20 00:00:00
126,1,126,99,20,2026-07-20 00:00:00
127,1,127,25,20,2026-07-20 00:00:00
128,1,128,97,20,2026-07-20 00:00:00
129,1,129,7,20,2026-07-20 00:00:00
130,1,130,116,20,2026-07-20 00:00:00
131,1,131,129,20,2026-07-20 00:00:00
132,1,132,30,20,2026-07-20 00:00:00
133,1,133,92,20,2026-07-20 00:00:00
134,1,134,1,20,2026-07-20 00:00:00
135,1,135,146,20,2026-07-20 00:00:00
136,1,136,113,20,2026-07-20 00:00:00
137,1,137,146,20,2026-07-20 00:00:00
138,1,138,108,20,2026-07-20 00:00:00
139,1,139,99,20,2026-07-20 00:00:00
140,1,140,95,20,2026-07-20 00:00:00
141,1,141,65,20,2026-07-20 00:00:00
142,1,142,77,20,2026-07-20 00:00:00
143,1,143,127,20,2026-07-20 00:00:00
144,1,144,19,20,2026-07-20 00:00:00
145,1,145,66,20,2026-07-20 00:00:00
146,1,146,75,20,2026-07-20 00:00:00
147,1,147,114,20,2026-07-20 00:00:00
148,1,148,144,20,2026-07-20 00:00:00
149,1,149,12,20,2026-07-20 00:00:00
150,1,150,90,20,2026-07-20 00:00:00
151,1,151,145,20,2026-07-20 00:00:00
152,1,152,135,20,2026-07-20 00:00:00
153,1,153,14,20,2026-07-20 00:00:00
154,1,154,113,20,2026-07-20 00:00:00
155,1,155,131,20,2026-07-20 00:00:00
156,1,156,17,20,2026-07-20 00:00:00
157,1,157,143,20,2026-07-20 00:00:00
158,1,158,34,20,2026-07-20 00:00:00
159,1,159,61,20,2026-07-20 00:00:00
160,1,160,58,20,2026-07-20 00:00:00
161,1,161,56,20,2026-07-20 00:00:00
162,1,162,76,20,2026-07-20 00:00:00
163,1,163,36,20,2026-07-20 00:00:00
164,1,164,115,20,2026-07-20 00:00:00
165,1,165,144,20,2026-07-20 00:00:00
166,1,166,91,20,2026-07-20 00:00:00
167,1,167,98,20,2026-07-20 00:00:00
168,1,168,54,20,2026-07-20 00:00:00
169,1,169,131,20,2026-07-20 00:00:00
170,1,170,58,20,2026-07-20 00:00:00
171,1,171,31,20,2026-07-20 00:00:00
172,1,172,54,20,2026-07-20 00:00:00
173,1,173,33,20,2026-07-20 00:00:00
174,1,174,64,20,2026-07-20 00:00:00
175,1,175,143,20,2026-07-20 00:00:00
176,1,176,73,20,2026-07-20 00:00:00
177,1,177,142,20,2026-07-20 00:00:00
178,1,178,44,20,2026-07-20 00:00:00
179,1,179,104,20,2026-07-20 00:00:00
180,1,180,106,20,2026-07-20 00:00:00
181,1,181,26,20,2026-07-20 00:00:00
182,1,182,28,20,2026-07-20 00:00:00
183,1,183,82,20,2026-07-20 00:00:00
184,1,184,50,20,2026-07-20 00:00:00
185,1,185,14,20,2026-07-20 00:00:00
186,1,186,4,20,2026-07-20 00:00:00
187,1,187,14,20,2026-07-20 00:00:00
188,1,188,74,20,2026-07-20 00:00:00
189,1,189,81,20,2026-07-20 00:00:00
190,1,190,110,20,2026-07-20 00:00:00
191,1,191,10,20,2026-07-20 00:00:00
192,1,192,59,20,2026-07-20 00:00:00
193,1,193,132,20,2026-07-20 00:00:00
194,1,194,54,20,2026-07-20 00:00:00
195,1,195,88,20,2026-07-20 00:00:00
196,1,196,148,20,2026-07-20 00:00:00
197,1,197,130,20,2026-07-20 00:00:00
198,1,198,84,20,2026-07-20 00:00:00
199,1,199,124,20,2026-07-20 00:00:00
200,1,200,72,20,2026-07-20 00:00:00
201,1,201,23,20,2026-07-20 00:00:00
202,1,202,131,20,2026-07-20 00:00:00
203,1,203,124,20,2026-07-20 00:00:00
204,1,204,57,20,2026-07-20 00:00:00
205,1,205,79,20,2026-07-20 00:00:00
206,1,206,146,20,2026-07-20 00:00:00
207,1,207,24,20,2026-07-20 00:00:00
208,1,208,71,20,2026-07-20 00:00:00
209,1,209,69,20,2026-07-20 00:00:00
210,1,210,81,20,2026-07-20 00:00:00
211,1,211,59,20,2026-07-20 00:00:00
212,1,212,137,20,2026-07-20 00:00:00
213,1,213,46,20,2026-07-20 00:00:00
214,1,214,134,20,2026-07-20 00:00:00
215,1,215,38,20,2026-07-20 00:00:00
216,1,216,58,20,2026-07-20 00:00:00
217,1,217,123,20,2026-07-20 00:00:00
218,1,218,80,20,2026-07-20 00:00:00
219,1,219,28,20,2026-07-20 00:00:00
220,1,220,98,20,2026-07-20 00:00:00
221,1,221,131,20,2026-07-20 00:00:00
222,1,222,34,20,2026-07-20 00:00:00
223,1,223,87,20,2026-07-20 00:00:00
224,1,224,71,20,2026-07-20 00:00:00
225,1,225,38,20,2026-07-20 00:00:00
226,1,226,129,20,2026-07-20 00:00:00
227,1,227,79,20,2026-07-20 00:00:00
228,1,228,47,20,2026-07-20 00:00:00
229,1,229,34,20,2026-07-20 00:00:00
230,1,230,131,20,2026-07-20 00:00:00
231,1,231,57,20,2026-07-20 00:00:00
232,1,232,33,20,2026-07-20 00:00:00
233,1,233,107,20,2026-07-20 00:00:00
234,1,234,146,20,2026-07-20 00:00:00
235,1,235,98,20,2026-07-20 00:00:00
236,1,236,5,20,2026-07-20 00:00:00
237,1,237,36,20,2026-07-20 00:00:00
238,1,238,138,20,2026-07-20 00:00:00
239,1,239,130,20,2026-07-20 00:00:00
240,1,240,14,20,2026-07-20 00:00:00
241,1,241,70,20,2026-07-20 00:00:00
242,1,242,46,20,2026-07-20 00:00:00
243,1,243,9,20,2026-07-20 00:00:00
244,1,244,135,20,2026-07-20 00:00:00
245,1,245,78,20,2026-07-20 00:00:00
246,1,246,59,20,2026-07-20 00:00:00
247,1,247,131,20,2026-07-20 00:00:00
248,1,248,98,20,2026-07-20 00:00:00
249,1,249,130,20,2026-07-20 00:00:00
250,1,250,37,20,2026-07-20 00:00:00
251,1,251,63,20,2026-07-20 00:00:00
252,1,252,42,20,2026-07-20 00:00:00
253,1,253,125,20,2026-07-20 00:00:00
254,1,254,131,20,2026-07-20 00:00:00
255,1,255,35,20,2026-07-20 00:00:00
256,1,256,69,20,2026-07-20 00:00:00
257,1,257,100,20,2026-07-20 00:00:00
258,1,258,63,20,2026-07-20 00:00:00
259,1,259,3,20,2026-07-20 00:00:00
260,1,260,97,20,2026-07-20 00:00:00
261,1,261,21,20,2026-07-20 00:00:00
262,1,262,31,20,2026-07-20 00:00:00
263,1,263,144,20,2026-07-20 00:00:00
264,1,264,62,20,2026-07-20 00:00:00
265,1,265,36,20,2026-07-20 00:00:00
266,1,266,66,20,2026-07-20 00:00:00
267,1,267,12,20,2026-07-20 00:00:00
268,1,268,4,20,2026-07-20 00:00:00
269,1,269,60,20,2026-07-20 00:00:00
270,1,270,49,20,2026-07-20 00:00:00
271,1,271,9,20,2026-07-20 00:00:00
272,1,272,25,20,2026-07-20 00:00:00
273,1,273,55,20,2026-07-20 00:00:00
274,1,274,123,20,2026-07-20 00:00:00
275,1,275,120,20,2026-07-20 00:00:00
276,1,276,85,20,2026-07-20 00:00:00
277,1,277,57,20,2026-07-20 00:00:00
278,1,278,91,20,2026-07-20 00:00:00
279,1,279,45,20,2026-07-20 00:00:00
280,1,280,16,20,2026-07-20 00:00:00
281,1,281,39,20,2026-07-20 00:00:00
282,1,282,45,20,2026-07-20 00:00:00
283,1,283,3,20,2026-07-20 00:00:00
284,1,284,145,20,2026-07-20 00:00:00
285,1,285,39,20,2026-07-20 00:00:00
286,1,286,43,20,2026-07-20 00:00:00
287,1,287,137,20,2026-07-20 00:00:00
288,1,288,49,20,2026-07-20 00:00:00
289,1,289,103,20,2026-07-20 00:00:00
290,1,290,115,20,2026-07-20 00:00:00
291,1,291,150,20,2026-07-20 00:00:00
292,1,292,99,20,2026-07-20 00:00:00
293,1,293,105,20,2026-07-20 00:00:00
294,1,294,18,20,2026-07-20 00:00:00
295,1,295,134,20,2026-07-20 00:00:00
296,1,296,59,20,2026-07-20 00:00:00
297,1,297,106,20,2026-07-20 00:00:00
298,1,298,50,20,2026-07-20 00:00:00
299,1,299,8,20,2026-07-20 00:00:00
300,1,300,49,20,2026-07-20 00:00:00
301,1,301,75,20,2026-07-20 00:00:00
302,1,302,119,20,2026-07-20 00:00:00
303,1,303,47,20,2026-07-20 00:00:00
304,1,304,32,20,2026-07-20 00:00:00
305,1,305,81,20,2026-07-20 00:00:00
306,1,306,79,20,2026-07-20 00:00:00
307,1,307,83,20,2026-07-20 00:00:00
308,1,308,84,20,2026-07-20 00:00:00
309,1,309,113,20,2026-07-20 00:00:00
310,1,310,141,20,2026-07-20 00:00:00
311,1,311,82,20,2026-07-20 00:00:00
312,1,312,83,20,2026-07-20 00:00:00
313,1,313,140,20,2026-07-20 00:00:00
314,1,314,103,20,2026-07-20 00:00:00
315,1,315,15,20,2026-07-20 00:00:00
316,1,316,116,20,2026-07-20 00:00:00
317,1,317,131,20,2026-07-20 00:00:00
318,1,318,78,20,2026-07-20 00:00:00
319,1,319,120,20,2026-07-20 00:00:00
320,1,320,96,20,2026-07-20 00:00:00
321,1,321,46,20,2026-07-20 00:00:00
322,1,322,144,20,2026-07-20 00:00:00
323,1,323,131,20,2026-07-20 00:00:00
324,1,324,74,20,2026-07-20 00:00:00
325,1,325,135,20,2026-07-20 00:00:00
326,1,326,5,20,2026-07-20 00:00:00
327,1,327,99,20,2026-07-20 00:00:00
328,1,328,42,20,2026-07-20 00:00:00
329,1,329,148,20,2026-07-20 00:00:00
330,1,330,141,20,2026-07-20 00:00:00
331,1,331,136,20,2026-07-20 00:00:00
332,1,332,96,20,2026-07-20 00:00:00
333,1,333,42,20,2026-07-20 00:00:00
334,1,334,143,20,2026-07-20 00:00:00
335,1,335,81,20,2026-07-20 00:00:00
336,1,336,2,20,2026-07-20 00:00:00
337,1,337,17,20,2026-07-20 00:00:00
338,1,338,88,20,2026-07-20 00:00:00
339,1,339,126,20,2026-07-20 00:00:00
340,1,340,3,20,2026-07-20 00:00:00
341,1,341,122,20,2026-07-20 00:00:00
342,1,342,141,20,2026-07-20 00:00:00
343,1,343,140,20,2026-07-20 00:00:00
344,1,344,127,20,2026-07-20 00:00:00
345,1,345,38,20,2026-07-20 00:00:00
346,1,346,37,20,2026-07-20 00:00:00
347,1,347,135,20,2026-07-20 00:00:00
348,1,348,124,20,2026-07-20 00:00:00
349,1,349,143,20,2026-07-20 00:00:00
350,1,350,20,20,2026-07-20 00:00:00
351,1,351,94,20,2026-07-20 00:00:00
352,1,352,89,20,2026-07-20 00:00:00
353,1,353,67,20,2026-07-20 00:00:00
354,1,354,81,20,2026-07-20 00:00:00
355,1,355,36,20,2026-07-20 00:00:00
356,1,356,29,20,2026-07-20 00:00:00
357,1,357,9,20,2026-07-20 00:00:00
358,1,358,22,20,2026-07-20 00:00:00
359,1,359,4,20,2026-07-20 00:00:00
360,1,360,63,20,2026-07-20 00:00:00
361,1,361,139,20,2026-07-20 00:00:00
362,1,362,131,20,2026-07-20 00:00:00
363,1,363,118,20,2026-07-20 00:00:00
364,1,364,143,20,2026-07-20 00:00:00
365,1,365,29,20,2026-07-20 00:00:00
366,1,366,138,20,2026-07-20 00:00:00
367,1,367,43,20,2026-07-20 00:00:00
368,1,368,34,20,2026-07-20 00:00:00
369,1,369,6,20,2026-07-20 00:00:00
370,1,370,97,20,2026-07-20 00:00:00
371,1,371,98,20,2026-07-20 00:00:00
372,1,372,68,20,2026-07-20 00:00:00
373,1,373,100,20,2026-07-20 00:00:00
374,1,374,143,20,2026-07-20 00:00:00
375,1,375,144,20,2026-07-20 00:00:00
376,1,376,91,20,2026-07-20 00:00:00
377,1,377,17,20,2026-07-20 00:00:00
378,1,378,62,20,2026-07-20 00:00:00
379,1,379,46,20,2026-07-20 00:00:00
380,1,380,120,20,2026-07-20 00:00:00
381,1,381,80,20,2026-07-20 00:00:00
382,1,382,127,20,2026-07-20 00:00:00
383,1,383,20,20,2026-07-20 00:00:00
384,1,384,78,20,2026-07-20 00:00:00
385,1,385,100,20,2026-07-20 00:00:00
386,1,386,53,20,2026-07-20 00:00:00
387,1,387,106,20,2026-07-20 00:00:00
388,1,388,135,20,2026-07-20 00:00:00
389,1,389,30,20,2026-07-20 00:00:00
390,1,390,125,20,2026-07-20 00:00:00
391,1,391,105,20,2026-07-20 00:00:00
392,1,392,45,20,2026-07-20 00:00:00
393,1,393,129,20,2026-07-20 00:00:00
394,1,394,8,20,2026-07-20 00:00:00
395,1,395,75,20,2026-07-20 00:00:00
396,1,396,9,20,2026-07-20 00:00:00
397,1,397,18,20,2026-07-20 00:00:00
398,1,398,134,20,2026-07-20 00:00:00
399,1,399,145,20,2026-07-20 00:00:00
400,1,400,80,20,2026-07-20 00:00:00
401,1,401,19,20,2026-07-20 00:00:00
402,1,402,27,20,2026-07-20 00:00:00
403,1,403,7,20,2026-07-20 00:00:00
404,1,404,127,20,2026-07-20 00:00:00
405,1,405,53,20,2026-07-20 00:00:00
406,1,406,49,20,2026-07-20 00:00:00
407,1,407,120,20,2026-07-20 00:00:00
408,1,408,99,20,2026-07-20 00:00:00
409,1,409,135,20,2026-07-20 00:00:00
410,1,410,78,20,2026-07-20 00:00:00
411,1,411,74,20,2026-07-20 00:00:00
412,1,412,107,20,2026-07-20 00:00:00
413,1,413,77,20,2026-07-20 00:00:00
414,1,414,78,20,2026-07-20 00:00:00
415,1,415,133,20,2026-07-20 00:00:00
416,1,416,92,20,2026-07-20 00:00:00
417,1,417,90,20,2026-07-20 00:00:00
418,1,418,108,20,2026-07-20 00:00:00
419,1,419,11,20,2026-07-20 00:00:00
420,1,420,101,20,2026-07-20 00:00:00
421,1,421,120,20,2026-07-20 00:00:00
422,1,422,150,20,2026-07-20 00:00:00
423,1,423,55,20,2026-07-20 00:00:00
424,1,424,127,20,2026-07-20 00:00:00
425,1,425,78,20,2026-07-20 00:00:00
426,1,426,100,20,2026-07-20 00:00:00
427,1,427,51,20,2026-07-20 00:00:00
428,1,428,74,20,2026-07-20 00:00:00
429,1,429,13,20,2026-07-20 00:00:00
430,1,430,24,20,2026-07-20 00:00:00
431,1,431,124,20,2026-07-20 00:00:00
432,1,432,55,20,2026-07-20 00:00:00
433,1,433,70,20,2026-07-20 00:00:00
434,1,434,116,20,2026-07-20 00:00:00
435,1,435,103,20,2026-07-20 00:00:00
436,1,436,46,20,2026-07-20 00:00:00
437,1,437,3,20,2026-07-20 00:00:00
438,1,438,89,20,2026-07-20 00:00:00
439,1,439,45,20,2026-07-20 00:00:00
440,1,440,65,20,2026-07-20 00:00:00
441,1,441,111,20,2026-07-20 00:00:00
442,1,442,80,20,2026-07-20 00:00:00
443,1,443,58,20,2026-07-20 00:00:00
444,1,444,111,20,2026-07-20 00:00:00
445,1,445,47,20,2026-07-20 00:00:00
446,1,446,73,20,2026-07-20 00:00:00
447,1,447,101,20,2026-07-20 00:00:00
448,1,448,137,20,2026-07-20 00:00:00
449,1,449,104,20,2026-07-20 00:00:00
450,1,450,67,20,2026-07-20 00:00:00
451,1,451,113,20,2026-07-20 00:00:00
452,1,452,78,20,2026-07-20 00:00:00
453,1,453,70,20,2026-07-20 00:00:00
454,1,454,18,20,2026-07-20 00:00:00
455,1,455,25,20,2026-07-20 00:00:00
456,1,456,33,20,2026-07-20 00:00:00
457,1,457,127,20,2026-07-20 00:00:00
458,1,458,45,20,2026-07-20 00:00:00
459,1,459,20,20,2026-07-20 00:00:00
460,1,460,93,20,2026-07-20 00:00:00
461,1,461,60,20,2026-07-20 00:00:00
462,1,462,34,20,2026-07-20 00:00:00
463,1,463,102,20,2026-07-20 00:00:00
464,1,464,41,20,2026-07-20 00:00:00
465,1,465,3,20,2026-07-20 00:00:00
466,1,466,66,20,2026-07-20 00:00:00
467,1,467,69,20,2026-07-20 00:00:00
468,1,468,91,20,2026-07-20 00:00:00
469,1,469,83,20,2026-07-20 00:00:00
470,1,470,33,20,2026-07-20 00:00:00
471,1,471,72,20,2026-07-20 00:00:00
472,1,472,77,20,2026-07-20 00:00:00
473,1,473,128,20,2026-07-20 00:00:00
474,1,474,50,20,2026-07-20 00:00:00
475,1,475,104,20,2026-07-20 00:00:00
476,1,476,84,20,2026-07-20 00:00:00
477,1,477,107,20,2026-07-20 00:00:00
478,1,478,76,20,2026-07-20 00:00:00
479,1,479,1,20,2026-07-20 00:00:00
480,1,480,145,20,2026-07-20 00:00:00
481,1,481,69,20,2026-07-20 00:00:00
482,1,482,124,20,2026-07-20 00:00:00
483,1,483,72,20,2026-07-20 00:00:00
484,1,484,106,20,2026-07-20 00:00:00
485,1,485,108,20,2026-07-20 00:00:00
486,1,486,92,20,2026-07-20 00:00:00
487,1,487,66,20,2026-07-20 00:00:00
488,1,488,75,20,2026-07-20 00:00:00
489,1,489,110,20,2026-07-20 00:00:00
490,1,490,82,20,2026-07-20 00:00:00
491,1,491,18,20,2026-07-20 00:00:00
492,1,492,97,20,2026-07-20 00:00:00
493,1,493,88,20,2026-07-20 00:00:00
494,1,494,95,20,2026-07-20 00:00:00
495,1,495,65,20,2026-07-20 00:00:00
496,1,496,96,20,2026-07-20 00:00:00
497,1,497,67,20,2026-07-20 00:00:00
498,1,498,60,20,2026-07-20 00:00:00
499,1,499,79,20,2026-07-20 00:00:00
500,1,500,22,20,2026-07-20 00:00:00
501,1,501,114,20,2026-07-20 00:00:00
502,1,502,6,20,2026-07-20 00:00:00
503,1,503,49,20,2026-07-20 00:00:00
504,1,504,74,20,2026-07-20 00:00:00
505,1,505,119,20,2026-07-20 00:00:00
506,1,506,54,20,2026-07-20 00:00:00
507,1,507,64,20,2026-07-20 00:00:00
508,1,508,131,20,2026-07-20 00:00:00
509,1,509,142,20,2026-07-20 00:00:00
510,1,510,7,20,2026-07-20 00:00:00
511,1,511,145,20,2026-07-20 00:00:00
512,1,512,107,20,2026-07-20 00:00:00
513,1,513,36,20,2026-07-20 00:00:00
514,1,514,121,20,2026-07-20 00:00:00
515,1,515,115,20,2026-07-20 00:00:00
516,1,516,50,20,2026-07-20 00:00:00
517,1,517,4,20,2026-07-20 00:00:00
518,1,518,77,20,2026-07-20 00:00:00
519,1,519,23,20,2026-07-20 00:00:00
520,1,520,77,20,2026-07-20 00:00:00
521,1,521,62,20,2026-07-20 00:00:00
522,1,522,18,20,2026-07-20 00:00:00
523,1,523,2,20,2026-07-20 00:00:00
524,1,524,91,20,2026-07-20 00:00:00
525,1,525,131,20,2026-07-20 00:00:00
526,1,526,83,20,2026-07-20 00:00:00
527,1,527,9,20,2026-07-20 00:00:00
528,1,528,77,20,2026-07-20 00:00:00
529,1,529,26,20,2026-07-20 00:00:00
530,1,530,53,20,2026-07-20 00:00:00
531,1,531,17,20,2026-07-20 00:00:00
532,1,532,1,20,2026-07-20 00:00:00
533,1,533,66,20,2026-07-20 00:00:00
534,1,534,5,20,2026-07-20 00:00:00
535,1,535,13,20,2026-07-20 00:00:00
536,1,536,112,20,2026-07-20 00:00:00
537,1,537,41,20,2026-07-20 00:00:00
538,1,538,142,20,2026-07-20 00:00:00
539,1,539,100,20,2026-07-20 00:00:00
540,1,540,129,20,2026-07-20 00:00:00
541,1,541,150,20,2026-07-20 00:00:00
542,1,542,84,20,2026-07-20 00:00:00
543,1,543,103,20,2026-07-20 00:00:00
544,1,544,56,20,2026-07-20 00:00:00
545,1,545,43,20,2026-07-20 00:00:00
546,1,546,54,20,2026-07-20 00:00:00
547,1,547,84,20,2026-07-20 00:00:00
548,1,548,111,20,2026-07-20 00:00:00
549,1,549,95,20,2026-07-20 00:00:00
550,1,550,48,20,2026-07-20 00:00:00
551,1,551,150,20,2026-07-20 00:00:00
552,1,552,58,20,2026-07-20 00:00:00
553,1,553,25,20,2026-07-20 00:00:00
554,1,554,126,20,2026-07-20 00:00:00
555,1,555,131,20,2026-07-20 00:00:00
556,1,556,78,20,2026-07-20 00:00:00
557,1,557,111,20,2026-07-20 00:00:00
558,1,558,146,20,2026-07-20 00:00:00
559,1,559,87,20,2026-07-20 00:00:00
560,1,560,46,20,2026-07-20 00:00:00
561,1,561,36,20,2026-07-20 00:00:00
562,1,562,101,20,2026-07-20 00:00:00
563,1,563,143,20,2026-07-20 00:00:00
564,1,564,139,20,2026-07-20 00:00:00
565,1,565,21,20,2026-07-20 00:00:00
566,1,566,99,20,2026-07-20 00:00:00
567,1,567,127,20,2026-07-20 00:00:00
568,1,568,89,20,2026-07-20 00:00:00
569,1,569,51,20,2026-07-20 00:00:00
570,1,570,11,20,2026-07-20 00:00:00
571,1,571,89,20,2026-07-20 00:00:00
572,1,572,150,20,2026-07-20 00:00:00
573,1,573,5,20,2026-07-20 00:00:00
574,1,574,96,20,2026-07-20 00:00:00
575,1,575,58,20,2026-07-20 00:00:00
576,1,576,48,20,2026-07-20 00:00:00
577,1,577,39,20,2026-07-20 00:00:00
578,1,578,6,20,2026-07-20 00:00:00
579,1,579,84,20,2026-07-20 00:00:00
580,1,580,2,20,2026-07-20 00:00:00
581,1,581,150,20,2026-07-20 00:00:00
582,1,582,64,20,2026-07-20 00:00:00
583,1,583,13,20,2026-07-20 00:00:00
584,1,584,27,20,2026-07-20 00:00:00
585,1,585,95,20,2026-07-20 00:00:00
586,1,586,0,20,2026-07-20 00:00:00
587,1,587,150,20,2026-07-20 00:00:00
588,1,588,130,20,2026-07-20 00:00:00
589,1,589,53,20,2026-07-20 00:00:00
590,1,590,69,20,2026-07-20 00:00:00
591,1,591,125,20,2026-07-20 00:00:00
592,1,592,46,20,2026-07-20 00:00:00
593,1,593,108,20,2026-07-20 00:00:00
594,1,594,19,20,2026-07-20 00:00:00
595,1,595,136,20,2026-07-20 00:00:00
596,1,596,38,20,2026-07-20 00:00:00
597,1,597,9,20,2026-07-20 00:00:00
598,1,598,134,20,2026-07-20 00:00:00
599,1,599,60,20,2026-07-20 00:00:00
600,1,600,138,20,2026-07-20 00:00:00
601,1,601,123,20,2026-07-20 00:00:00
602,1,602,148,20,2026-07-20 00:00:00
603,1,603,100,20,2026-07-20 00:00:00
604,1,604,141,20,2026-07-20 00:00:00
605,1,605,123,20,2026-07-20 00:00:00
